"method","endpoint","pathway","p_value","q_value","elapsed_seconds","n_genes"
"spatialSVP_permutation_none","absolute_score","HALLMARK_ESTROGEN_RESPONSE_LATE",0.001,0.001,2.6543869972229,172
"spatialSVP_permutation_none","absolute_score","HALLMARK_FATTY_ACID_METABOLISM",0.001,0.001,2.6543869972229,136
"spatialSVP_permutation_none","absolute_score","HALLMARK_G2M_CHECKPOINT",0.001,0.001,2.6543869972229,187
"spatialSVP_permutation_none","absolute_score","HALLMARK_GLYCOLYSIS",0.001,0.001,2.6543869972229,180
"spatialSVP_permutation_none","absolute_score","HALLMARK_HEDGEHOG_SIGNALING",0.001,0.001,2.6543869972229,28
"spatialSVP_permutation_none","absolute_score","HALLMARK_HEME_METABOLISM",0.001,0.001,2.6543869972229,157
"spatialSVP_permutation_none","absolute_score","HALLMARK_HYPOXIA",0.001,0.001,2.6543869972229,183
"spatialSVP_permutation_none","absolute_score","HALLMARK_IL2_STAT5_SIGNALING",0.001,0.001,2.6543869972229,172
"spatialSVP_permutation_none","absolute_score","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.001,0.001,2.6543869972229,70
"spatialSVP_permutation_none","absolute_score","HALLMARK_INFLAMMATORY_RESPONSE",0.001,0.001,2.6543869972229,148
"spatialSVP_permutation_none","absolute_score","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.001,0.001,2.6543869972229,92
"spatialSVP_permutation_none","absolute_score","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.001,0.001,2.6543869972229,177
"spatialSVP_permutation_none","absolute_score","HALLMARK_KRAS_SIGNALING_DN",0.001,0.001,2.6543869972229,89
"spatialSVP_permutation_none","absolute_score","HALLMARK_KRAS_SIGNALING_UP",0.001,0.001,2.6543869972229,164
"spatialSVP_permutation_none","absolute_score","HALLMARK_MITOTIC_SPINDLE",0.001,0.001,2.6543869972229,195
"spatialSVP_permutation_none","absolute_score","HALLMARK_MTORC1_SIGNALING",0.001,0.001,2.6543869972229,195
"spatialSVP_permutation_none","absolute_score","HALLMARK_MYC_TARGETS_V1",0.001,0.001,2.6543869972229,194
"spatialSVP_permutation_none","absolute_score","HALLMARK_MYC_TARGETS_V2",0.001,0.001,2.6543869972229,57
"spatialSVP_permutation_none","absolute_score","HALLMARK_MYOGENESIS",0.001,0.001,2.6543869972229,171
"spatialSVP_permutation_none","absolute_score","HALLMARK_NOTCH_SIGNALING",0.001,0.001,2.6543869972229,32
"spatialSVP_permutation_none","absolute_score","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.001,0.001,2.6543869972229,200
"spatialSVP_permutation_none","absolute_score","HALLMARK_P53_PATHWAY",0.001,0.001,2.6543869972229,188
"spatialSVP_permutation_none","absolute_score","HALLMARK_PANCREAS_BETA_CELLS",0.001,0.001,2.6543869972229,21
"spatialSVP_permutation_none","absolute_score","HALLMARK_PEROXISOME",0.001,0.001,2.6543869972229,87
"spatialSVP_permutation_none","absolute_score","HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.001,0.001,2.6543869972229,94
"spatialSVP_permutation_none","absolute_score","HALLMARK_PROTEIN_SECRETION",0.001,0.001,2.6543869972229,95
"spatialSVP_permutation_none","absolute_score","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.001,0.001,2.6543869972229,47
"spatialSVP_permutation_none","absolute_score","HALLMARK_SPERMATOGENESIS",0.001,0.001,2.6543869972229,63
"spatialSVP_permutation_none","absolute_score","HALLMARK_TGF_BETA_SIGNALING",0.001,0.001,2.6543869972229,52
"spatialSVP_permutation_none","absolute_score","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.001,0.001,2.6543869972229,185
"spatialSVP_permutation_none","absolute_score","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.001,0.001,2.6543869972229,107
"spatialSVP_permutation_none","absolute_score","HALLMARK_UV_RESPONSE_DN",0.001,0.001,2.6543869972229,140
"spatialSVP_permutation_none","absolute_score","HALLMARK_UV_RESPONSE_UP",0.001,0.001,2.6543869972229,137
"spatialSVP_permutation_none","absolute_score","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.001,0.001,2.6543869972229,38
"spatialSVP_permutation_none","absolute_score","HALLMARK_XENOBIOTIC_METABOLISM",0.001,0.001,2.6543869972229,156
"spatialSVP_matched_pcs","competitive_score","HALLMARK_ADIPOGENESIS",0.305,0.411842105263158,127.042428016663,191
"spatialSVP_matched_pcs","competitive_score","HALLMARK_ALLOGRAFT_REJECTION",0.178,0.26969696969697,127.042428016663,138
"spatialSVP_matched_pcs","competitive_score","HALLMARK_ANDROGEN_RESPONSE",0.022,0.055,127.042428016663,94
"spatialSVP_matched_pcs","competitive_score","HALLMARK_ANGIOGENESIS",0.516,0.614285714285714,127.042428016663,30
"spatialSVP_matched_pcs","competitive_score","HALLMARK_APICAL_JUNCTION",0.151,0.25,127.042428016663,171
"spatialSVP_matched_pcs","competitive_score","HALLMARK_APICAL_SURFACE",0.418,0.535897435897436,127.042428016663,31
"spatialSVP_matched_pcs","competitive_score","HALLMARK_APOPTOSIS",0.002,0.00666666666666667,127.042428016663,145
"spatialSVP_matched_pcs","competitive_score","HALLMARK_BILE_ACID_METABOLISM",0.935,0.952,127.042428016663,79
"spatialSVP_matched_pcs","competitive_score","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.001,0.00357142857142857,127.042428016663,70
"spatialSVP_matched_pcs","competitive_score","HALLMARK_COAGULATION",0.003,0.009375,127.042428016663,100
"spatialSVP_matched_pcs","competitive_score","HALLMARK_COMPLEMENT",0.001,0.00357142857142857,127.042428016663,166
"spatialSVP_matched_pcs","competitive_score","HALLMARK_DNA_REPAIR",0.501,0.613414634146341,127.042428016663,146
"spatialSVP_matched_pcs","competitive_score","HALLMARK_E2F_TARGETS",0.001,0.00357142857142857,127.042428016663,195
"spatialSVP_matched_pcs","competitive_score","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.001,0.00357142857142857,127.042428016663,191
"spatialSVP_matched_pcs","competitive_score","HALLMARK_ESTROGEN_RESPONSE_EARLY",0.203,0.298529411764706,127.042428016663,179
"spatialSVP_matched_pcs","competitive_score","HALLMARK_ESTROGEN_RESPONSE_LATE",0.061,0.117307692307692,127.042428016663,172
"spatialSVP_matched_pcs","competitive_score","HALLMARK_FATTY_ACID_METABOLISM",0.004,0.0117647058823529,127.042428016663,136
"spatialSVP_matched_pcs","competitive_score","HALLMARK_G2M_CHECKPOINT",0.001,0.00357142857142857,127.042428016663,187
"spatialSVP_matched_pcs","competitive_score","HALLMARK_GLYCOLYSIS",0.001,0.00357142857142857,127.042428016663,180
"spatialSVP_matched_pcs","competitive_score","HALLMARK_HEDGEHOG_SIGNALING",0.952,0.952,127.042428016663,28
"spatialSVP_matched_pcs","competitive_score","HALLMARK_HEME_METABOLISM",0.711,0.79,127.042428016663,157
"spatialSVP_matched_pcs","competitive_score","HALLMARK_HYPOXIA",0.001,0.00357142857142857,127.042428016663,183
"spatialSVP_matched_pcs","competitive_score","HALLMARK_IL2_STAT5_SIGNALING",0.677,0.769318181818182,127.042428016663,172
"spatialSVP_matched_pcs","competitive_score","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.037,0.0804347826086956,127.042428016663,70
"spatialSVP_matched_pcs","competitive_score","HALLMARK_INFLAMMATORY_RESPONSE",0.107,0.191071428571429,127.042428016663,148
"spatialSVP_matched_pcs","competitive_score","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.001,0.00357142857142857,127.042428016663,92
"spatialSVP_matched_pcs","competitive_score","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.001,0.00357142857142857,127.042428016663,177
"spatialSVP_matched_pcs","competitive_score","HALLMARK_KRAS_SIGNALING_DN",0.015,0.0394736842105263,127.042428016663,89
"spatialSVP_matched_pcs","competitive_score","HALLMARK_KRAS_SIGNALING_UP",0.037,0.0804347826086956,127.042428016663,164
"spatialSVP_matched_pcs","competitive_score","HALLMARK_MITOTIC_SPINDLE",0.156,0.25,127.042428016663,195
"spatialSVP_matched_pcs","competitive_score","HALLMARK_MTORC1_SIGNALING",0.001,0.00357142857142857,127.042428016663,195
"spatialSVP_matched_pcs","competitive_score","HALLMARK_MYC_TARGETS_V1",0.001,0.00357142857142857,127.042428016663,194
"spatialSVP_matched_pcs","competitive_score","HALLMARK_MYC_TARGETS_V2",0.001,0.00357142857142857,127.042428016663,57
"spatialSVP_matched_pcs","competitive_score","HALLMARK_MYOGENESIS",0.001,0.00357142857142857,127.042428016663,171
"spatialSVP_matched_pcs","competitive_score","HALLMARK_NOTCH_SIGNALING",0.867,0.922340425531915,127.042428016663,32
"spatialSVP_matched_pcs","competitive_score","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.09,0.166666666666667,127.042428016663,200
"spatialSVP_matched_pcs","competitive_score","HALLMARK_P53_PATHWAY",0.16,0.25,127.042428016663,188
"spatialSVP_matched_pcs","competitive_score","HALLMARK_PANCREAS_BETA_CELLS",0.036,0.0804347826086956,127.042428016663,21
"spatialSVP_matched_pcs","competitive_score","HALLMARK_PEROXISOME",0.851,0.922340425531915,127.042428016663,87
"spatialSVP_matched_pcs","competitive_score","HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.313,0.411842105263158,127.042428016663,94
"spatialSVP_matched_pcs","competitive_score","HALLMARK_PROTEIN_SECRETION",0.904,0.941666666666667,127.042428016663,95
"spatialSVP_matched_pcs","competitive_score","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.211,0.301428571428571,127.042428016663,47
"spatialSVP_matched_pcs","competitive_score","HALLMARK_SPERMATOGENESIS",0.057,0.114,127.042428016663,63
"spatialSVP_matched_pcs","competitive_score","HALLMARK_TGF_BETA_SIGNALING",0.249,0.345833333333333,127.042428016663,52
"spatialSVP_matched_pcs","competitive_score","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.001,0.00357142857142857,127.042428016663,185
"spatialSVP_matched_pcs","competitive_score","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.005,0.0138888888888889,127.042428016663,107
"spatialSVP_matched_pcs","competitive_score","HALLMARK_UV_RESPONSE_DN",0.123,0.212068965517241,127.042428016663,140
"spatialSVP_matched_pcs","competitive_score","HALLMARK_UV_RESPONSE_UP",0.531,0.617441860465116,127.042428016663,137
"spatialSVP_matched_pcs","competitive_score","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.503,0.613414634146341,127.042428016663,38
"spatialSVP_matched_pcs","competitive_score","HALLMARK_XENOBIOTIC_METABOLISM",0.039,0.08125,127.042428016663,156
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_ADIPOGENESIS",0.007,0.0120689655172414,2.53473591804504,191
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_ALLOGRAFT_REJECTION",0.026,0.0371428571428571,2.53473591804504,138
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_ANDROGEN_RESPONSE",0.001,0.00238095238095238,2.53473591804504,94
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_ANGIOGENESIS",0.253,0.301190476190476,2.53473591804504,30
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_APICAL_JUNCTION",0.004,0.00769230769230769,2.53473591804504,171
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_APICAL_SURFACE",0.268,0.304545454545455,2.53473591804504,31
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_APOPTOSIS",0.001,0.00238095238095238,2.53473591804504,145
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_BILE_ACID_METABOLISM",0.859,0.876530612244898,2.53473591804504,79
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.001,0.00238095238095238,2.53473591804504,70
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_COAGULATION",0.001,0.00238095238095238,2.53473591804504,100
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_COMPLEMENT",0.001,0.00238095238095238,2.53473591804504,166
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_DNA_REPAIR",0.086,0.11025641025641,2.53473591804504,146
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_E2F_TARGETS",0.001,0.00238095238095238,2.53473591804504,195
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.001,0.00238095238095238,2.53473591804504,191
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_ESTROGEN_RESPONSE_EARLY",0.008,0.0133333333333333,2.53473591804504,179
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_ESTROGEN_RESPONSE_LATE",0.001,0.00238095238095238,2.53473591804504,172
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_FATTY_ACID_METABOLISM",0.001,0.00238095238095238,2.53473591804504,136
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_G2M_CHECKPOINT",0.001,0.00238095238095238,2.53473591804504,187
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_GLYCOLYSIS",0.001,0.00238095238095238,2.53473591804504,180
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_HEDGEHOG_SIGNALING",0.911,0.911,2.53473591804504,28
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_HEME_METABOLISM",0.261,0.303488372093023,2.53473591804504,157
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_HYPOXIA",0.001,0.00238095238095238,2.53473591804504,183
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_IL2_STAT5_SIGNALING",0.191,0.232926829268293,2.53473591804504,172
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.011,0.0171875,2.53473591804504,70
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_INFLAMMATORY_RESPONSE",0.005,0.00925925925925926,2.53473591804504,148
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.001,0.00238095238095238,2.53473591804504,92
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.001,0.00238095238095238,2.53473591804504,177
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_KRAS_SIGNALING_DN",0.003,0.00625,2.53473591804504,89
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_KRAS_SIGNALING_UP",0.002,0.00434782608695652,2.53473591804504,164
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_MITOTIC_SPINDLE",0.011,0.0171875,2.53473591804504,195
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_MTORC1_SIGNALING",0.001,0.00238095238095238,2.53473591804504,195
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_MYC_TARGETS_V1",0.001,0.00238095238095238,2.53473591804504,194
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_MYC_TARGETS_V2",0.001,0.00238095238095238,2.53473591804504,57
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_MYOGENESIS",0.001,0.00238095238095238,2.53473591804504,171
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_NOTCH_SIGNALING",0.768,0.8,2.53473591804504,32
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.001,0.00238095238095238,2.53473591804504,200
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_P53_PATHWAY",0.004,0.00769230769230769,2.53473591804504,188
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_PANCREAS_BETA_CELLS",0.019,0.0287878787878788,2.53473591804504,21
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_PEROXISOME",0.616,0.65531914893617,2.53473591804504,87
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.067,0.0881578947368421,2.53473591804504,94
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_PROTEIN_SECRETION",0.61,0.65531914893617,2.53473591804504,95
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.027,0.0375,2.53473591804504,47
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_SPERMATOGENESIS",0.024,0.0352941176470588,2.53473591804504,63
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_TGF_BETA_SIGNALING",0.051,0.0689189189189189,2.53473591804504,52
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.001,0.00238095238095238,2.53473591804504,185
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.001,0.00238095238095238,2.53473591804504,107
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_UV_RESPONSE_DN",0.006,0.0107142857142857,2.53473591804504,140
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_UV_RESPONSE_UP",0.098,0.1225,2.53473591804504,137
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.396,0.44,2.53473591804504,38
"spatialSVP_permutation_pcs","absolute_score","HALLMARK_XENOBIOTIC_METABOLISM",0.002,0.00434782608695652,2.53473591804504,156
