"pathway","stat","stat_matched_med","stat_matched_mad","z_matched","n_matched","p_matched","p_adj_BH","n_spots","replicate","scenario","tier","planted","signal_R2_removed","signal_R2_library"
"set04",-0.00974518794690672,-0.0262325832579048,0.0343098063334409,0.480544691822647,999,0.311,0.622,225,9,"coherent_strong","pcs10",FALSE,NA,NA
"set05",-0.0863426220798119,-0.0230271243515665,0.0328210051694589,-1.92911513225569,999,0.978,0.978,225,9,"coherent_strong","pcs10",FALSE,NA,NA
"set06",0.00877121866003025,-0.02561989750672,0.0328634848318605,1.04648415536896,999,0.176,0.4896,225,9,"coherent_strong","pcs10",FALSE,NA,NA
"set07",0.0145794456554146,-0.0274645235800589,0.0328586456755675,1.27954054012445,999,0.118,0.4896,225,9,"coherent_strong","pcs10",FALSE,NA,NA
"set08",0.00453729637331022,-0.0233279660146857,0.0326113167263015,0.85446603158842,999,0.202,0.4896,225,9,"coherent_strong","pcs10",FALSE,NA,NA
"set09",-0.0342780307491547,-0.0213127298962867,0.0327527606255172,-0.395853680888411,999,0.658,0.7896,225,9,"coherent_strong","pcs10",FALSE,NA,NA
"set10",-0.0168079413727452,-0.0222618301076972,0.0350517852247269,0.15559517724948,999,0.443,0.678,225,9,"coherent_strong","pcs10",FALSE,NA,NA
"set11",0.00720131342898036,-0.0223325727708634,0.0356993650634941,0.827294439195639,999,0.204,0.4896,225,9,"coherent_strong","pcs10",FALSE,NA,NA
"set12",-0.0561481800931027,-0.0236015862001134,0.0334279294379422,-0.973634755135251,999,0.846,0.922909090909091,225,9,"coherent_strong","pcs10",FALSE,NA,NA
"set01",0.819067965668698,0.161245121252377,0.136159684362462,4.83126005686949,999,0.001,0.004,225,10,"coherent_weak","none",TRUE,-2.22044604925031e-16,2.16589941258727e-05
"set02",0.780443881428867,0.155277452983252,0.108339400047028,5.77044388444318,999,0.001,0.004,225,10,"coherent_weak","none",TRUE,0,0.0144843458857328
"set03",0.873212509117903,0.23789301633274,0.098370916305452,6.45840779618672,999,0.001,0.004,225,10,"coherent_weak","none",TRUE,0,0.020447310430992
"set04",0.0828508871615875,0.177081580362167,0.133715640452239,-0.704709582827276,999,0.82,0.894545454545454,225,10,"coherent_weak","none",FALSE,NA,NA
"set05",0.255982648490766,0.182093526640933,0.107837731776376,0.6851880193758,999,0.284,0.426,225,10,"coherent_weak","none",FALSE,NA,NA
"set06",0.342315409328845,0.265387077518029,0.0971770152963156,0.791630938409088,999,0.257,0.426,225,10,"coherent_weak","none",FALSE,NA,NA
"set07",0.0752330506135398,0.163241457240937,0.12366571784031,-0.711663734819729,999,0.818,0.894545454545454,225,10,"coherent_weak","none",FALSE,NA,NA
"set08",0.599964886954116,0.219319734784513,0.110769194299246,3.43638097737969,999,0.021,0.063,225,10,"coherent_weak","none",FALSE,NA,NA
"set09",0.322079052658059,0.228341714864494,0.0968845546074718,0.967515804488571,999,0.234,0.426,225,10,"coherent_weak","none",FALSE,NA,NA
"set10",-0.034425974673333,0.136754514343377,0.113097100646424,-1.51357097607544,999,0.992,0.992,225,10,"coherent_weak","none",FALSE,NA,NA
"set11",0.169657561281409,0.18589920971985,0.110022879595546,-0.147620644889011,999,0.55,0.733333333333333,225,10,"coherent_weak","none",FALSE,NA,NA
"set12",0.432355492419669,0.241177495081903,0.0975839667215152,1.95911279035571,999,0.074,0.1776,225,10,"coherent_weak","none",FALSE,NA,NA
"set01",0.8178028005858,0.169165710479568,0.134982458103143,4.80534359220659,999,0.001,0.004,225,10,"coherent_weak","libsize",TRUE,2.16589941258727e-05,2.16589941258727e-05
"set02",0.777677803224548,0.16974953414284,0.104324642499621,5.82727392604213,999,0.001,0.004,225,10,"coherent_weak","libsize",TRUE,0.0144843458857328,0.0144843458857328
"set03",0.861091584600667,0.262433233183338,0.096037484074114,6.23359053174834,999,0.001,0.004,225,10,"coherent_weak","libsize",TRUE,0.020447310430992,0.020447310430992
"set04",0.109463433346492,0.182395984981326,0.130136761334677,-0.560430049794083,999,0.736,0.836727272727273,225,10,"coherent_weak","libsize",FALSE,NA,NA
"set05",0.264292762791368,0.198361987858712,0.108668107526345,0.606716877964143,999,0.298,0.447,225,10,"coherent_weak","libsize",FALSE,NA,NA
"set06",0.379675642739055,0.288393106954263,0.0967003951539989,0.943972727716585,999,0.218,0.373714285714286,225,10,"coherent_weak","libsize",FALSE,NA,NA
"set07",0.0965629445496092,0.168671346539282,0.122819417594546,-0.587109134711242,999,0.767,0.836727272727273,225,10,"coherent_weak","libsize",FALSE,NA,NA
"set08",0.617580429357366,0.227565908641427,0.108242539167322,3.60315384058991,999,0.016,0.048,225,10,"coherent_weak","libsize",FALSE,NA,NA
"set09",0.362291613407999,0.257771035099712,0.0942950923574968,1.10844133766817,999,0.198,0.373714285714286,225,10,"coherent_weak","libsize",FALSE,NA,NA
"set10",-0.0301255161131954,0.147865816551312,0.117309703099318,-1.51727715578492,999,0.992,0.992,225,10,"coherent_weak","libsize",FALSE,NA,NA
"set11",0.192487074526912,0.198195859987724,0.106800332236803,-0.0534528811029787,999,0.523,0.697333333333333,225,10,"coherent_weak","libsize",FALSE,NA,NA
"set12",0.460146396475717,0.267501968201963,0.0947273218220919,2.03367333276413,999,0.068,0.1632,225,10,"coherent_weak","libsize",FALSE,NA,NA
"set01",0.74039673905317,0.0640872756888191,0.0491335554623186,13.764716536401,999,0.001,0.004,225,10,"coherent_weak","pcs1",TRUE,0.119356380442348,2.16589941258727e-05
"set02",0.777843604468467,0.0976164528735136,0.0522273701442659,13.0243424035326,999,0.001,0.004,225,10,"coherent_weak","pcs1",TRUE,0.0182569021071821,0.0144843458857328
"set03",0.818498583061836,0.187954481835882,0.056701988100729,11.1203173353607,999,0.001,0.004,225,10,"coherent_weak","pcs1",TRUE,0.278941428983007,0.020447310430992
"set04",0.0874078516374985,0.0782331398461734,0.0523211137090689,0.175353908602575,999,0.43,0.645,225,10,"coherent_weak","pcs1",FALSE,NA,NA
"set05",0.0211882363239897,0.107760045036764,0.0554227548830386,-1.56202644374989,999,0.952,0.973,225,10,"coherent_weak","pcs1",FALSE,NA,NA
"set06",0.276245079521946,0.214270028252711,0.0540839012879123,1.14590570934065,999,0.138,0.3312,225,10,"coherent_weak","pcs1",FALSE,NA,NA
"set07",0.0999103276533993,0.0700614133443127,0.0474770920449968,0.628701401526384,999,0.265,0.454285714285714,225,10,"coherent_weak","pcs1",FALSE,NA,NA
"set08",0.131845446505827,0.143965424925828,0.055502556392412,-0.218367931277091,999,0.599,0.798666666666667,225,10,"coherent_weak","pcs1",FALSE,NA,NA
"set09",0.317722951809872,0.186507279037483,0.0543942258184132,2.41230885812095,999,0.013,0.039,225,10,"coherent_weak","pcs1",FALSE,NA,NA
"set10",-0.0323946730469612,0.0583550874733589,0.0483266193615356,-1.87784210274287,999,0.973,0.973,225,10,"coherent_weak","pcs1",FALSE,NA,NA
"set11",0.160820921688735,0.119596642618616,0.0548984468201042,0.750918859420675,999,0.218,0.436,225,10,"coherent_weak","pcs1",FALSE,NA,NA
"set12",0.118031344693448,0.194001269753746,0.053433787136221,-1.42175820079205,999,0.924,0.973,225,10,"coherent_weak","pcs1",FALSE,NA,NA
"set01",0.66107104073806,-0.00566796276412879,0.0377945260948836,17.641152632218,999,0.001,0.004,225,10,"coherent_weak","pcs3",TRUE,0.271425573063675,2.16589941258727e-05
"set02",0.634063104704119,0.00701136213097411,0.0403523506993189,15.5394105103208,999,0.001,0.004,225,10,"coherent_weak","pcs3",TRUE,0.552179738979506,0.0144843458857328
"set03",0.459168216936116,-0.000385949972926741,0.0371713558801523,12.3631262844093,999,0.001,0.004,225,10,"coherent_weak","pcs3",TRUE,0.859997137103501,0.020447310430992
"set04",-0.0107597624263203,-0.00172041757780347,0.0376408542554153,-0.240147175916348,999,0.604,0.805333333333333,225,10,"coherent_weak","pcs3",FALSE,NA,NA
"set05",-0.0760358049051236,-0.00385105831255522,0.0386468068342775,-1.86780623046313,999,0.984,0.984,225,10,"coherent_weak","pcs3",FALSE,NA,NA
"set06",0.049784247630335,0.0142621590323468,0.0410151765431352,0.86607182004032,999,0.202,0.404,225,10,"coherent_weak","pcs3",FALSE,NA,NA
"set07",0.0138255990208767,-0.00316372362895085,0.0370744617385864,0.45824866641679,999,0.309,0.4635,225,10,"coherent_weak","pcs3",FALSE,NA,NA
"set08",-0.0316140678484888,0.00662051736300172,0.0386646792799067,-0.988876305806066,999,0.845,0.984,225,10,"coherent_weak","pcs3",FALSE,NA,NA
"set09",0.0370250354610416,0.0102697743642106,0.0414793909950932,0.645025407918742,999,0.248,0.425142857142857,225,10,"coherent_weak","pcs3",FALSE,NA,NA
"set10",-0.0646415685060295,-0.00533009423277847,0.0365587367302657,-1.62236115298123,999,0.954,0.984,225,10,"coherent_weak","pcs3",FALSE,NA,NA
"set11",0.0561235261873269,0.00124455390126124,0.0389457454655305,1.40911341226315,999,0.086,0.2064,225,10,"coherent_weak","pcs3",FALSE,NA,NA
"set12",0.076309716451695,0.0059451255142999,0.0389109433477508,1.80834965394028,999,0.049,0.147,225,10,"coherent_weak","pcs3",FALSE,NA,NA
"set01",0.493113911517717,-0.0142676551763191,0.0359194871441546,14.1255236929686,999,0.001,0.006,225,10,"coherent_weak","pcs10",TRUE,0.463103013872531,2.16589941258727e-05
"set02",0.183099284483235,-0.0127490614096649,0.0355968669177333,5.50184223643947,999,0.001,0.006,225,10,"coherent_weak","pcs10",TRUE,0.773930180605687,0.0144843458857328
"set03",0.106290917137674,-0.0146847352112427,0.0344482491790667,3.51180844402479,999,0.004,0.016,225,10,"coherent_weak","pcs10",TRUE,0.887769982499796,0.020447310430992
"set04",-0.0221504308455413,-0.0132943192093019,0.0334641861430944,-0.264644464932457,999,0.604,0.805333333333333,225,10,"coherent_weak","pcs10",FALSE,NA,NA
"set05",-0.080471218153205,-0.0163389093034226,0.0354415099900607,-1.80952529584004,999,0.974,0.974,225,10,"coherent_weak","pcs10",FALSE,NA,NA
"set06",0.0153892212347413,-0.0130407777330829,0.0348127712583507,0.816654289221647,999,0.217,0.406285714285714,225,10,"coherent_weak","pcs10",FALSE,NA,NA
"set07",0.00979227295556624,-0.01358392788201,0.0349542212295772,0.668766175165017,999,0.237,0.406285714285714,225,10,"coherent_weak","pcs10",FALSE,NA,NA
"set08",-0.0498501438232162,-0.0105005247243852,0.0341318069418038,-1.1528724267638,999,0.875,0.974,225,10,"coherent_weak","pcs10",FALSE,NA,NA
"set09",-0.015559035769375,-0.0127043285570412,0.034494134701075,-0.082759206371536,999,0.536,0.804,225,10,"coherent_weak","pcs10",FALSE,NA,NA
"set10",-0.0690230715882893,-0.0147064232420647,0.0349731245275482,-1.55309681591188,999,0.943,0.974,225,10,"coherent_weak","pcs10",FALSE,NA,NA
"set11",0.0269107547264982,-0.0131058927408254,0.0354015807882451,1.13036329385074,999,0.121,0.2904,225,10,"coherent_weak","pcs10",FALSE,NA,NA
"set12",0.0348696596857796,-0.0150856214901707,0.0345898765834438,1.44421680879489,999,0.081,0.243,225,10,"coherent_weak","pcs10",FALSE,NA,NA
"set01",0.904687804003216,0.22411165872509,0.130694104089824,5.20739745696851,999,0.001,0.004,225,10,"coherent_strong","none",TRUE,-2.22044604925031e-16,0.00130897941571118
"set02",0.870423245634694,0.211499058595517,0.115496069507287,5.70516546450615,999,0.001,0.004,225,10,"coherent_strong","none",TRUE,0,0.0711308098087555
"set03",0.910766450568295,0.355113369593564,0.0861269628633742,6.45155782233005,999,0.001,0.004,225,10,"coherent_strong","none",TRUE,0,0.123203880407823
"set04",0.127498707416746,0.228798878084523,0.120875629922512,-0.838052887357988,999,0.853,0.911,225,10,"coherent_strong","none",FALSE,NA,NA
"set05",0.371405291981986,0.230449410080173,0.109895214107805,1.28263894880389,999,0.16,0.32,225,10,"coherent_strong","none",FALSE,NA,NA
"set06",0.373844990779078,0.3504429445754,0.100901269003834,0.231930147506755,999,0.406,0.570666666666667,225,10,"coherent_strong","none",FALSE,NA,NA
"set07",0.164460017901746,0.206991931359154,0.117659719343792,-0.361482363672256,999,0.638,0.7656,225,10,"coherent_strong","none",FALSE,NA,NA
"set08",0.621523342053562,0.289906836324316,0.120461549499944,2.75288261778005,999,0.023,0.069,225,10,"coherent_strong","none",FALSE,NA,NA
"set09",0.321972304079963,0.300197443139106,0.090630122697658,0.240260746567652,999,0.428,0.570666666666667,225,10,"coherent_strong","none",FALSE,NA,NA
"set10",0.0645218401795621,0.183594506407747,0.113609012758982,-1.04809172561681,999,0.911,0.911,225,10,"coherent_strong","none",FALSE,NA,NA
"set11",0.31631601679798,0.245698815818145,0.10572442158703,0.667936508138805,999,0.281,0.481714285714286,225,10,"coherent_strong","none",FALSE,NA,NA
"set12",0.504985697320075,0.299000677429408,0.0936083852049844,2.20049752422926,999,0.053,0.1272,225,10,"coherent_strong","none",FALSE,NA,NA
"set01",0.904525827870774,0.196645853134036,0.129542415104097,5.46446485630133,999,0.001,0.004,225,10,"coherent_strong","libsize",TRUE,0.00130897941571118,0.00130897941571118
"set02",0.82661384385617,0.188313707249071,0.101915742858266,6.26301804515895,999,0.001,0.004,225,10,"coherent_strong","libsize",TRUE,0.0711308098087555,0.0711308098087555
"set03",0.819342937934291,0.308921686912615,0.0821701329258211,6.21176129144707,999,0.001,0.004,225,10,"coherent_strong","libsize",TRUE,0.123203880407823,0.123203880407823
"set04",0.0881131345419871,0.201446280912467,0.115311068014002,-0.982847078970055,999,0.914,0.989,225,10,"coherent_strong","libsize",FALSE,NA,NA
"set05",0.322808053236173,0.209917873974053,0.105055881971385,1.07457266688665,999,0.209,0.418,225,10,"coherent_strong","libsize",FALSE,NA,NA
"set06",0.34030728377618,0.306282234209243,0.093011822658373,0.365814243764569,999,0.364,0.514666666666667,225,10,"coherent_strong","libsize",FALSE,NA,NA
"set07",0.160256618183429,0.185007243909182,0.114934775945973,-0.215344968674997,999,0.588,0.7056,225,10,"coherent_strong","libsize",FALSE,NA,NA
"set08",0.611796707948026,0.251231693839895,0.115190832736269,3.13015372441703,999,0.012,0.036,225,10,"coherent_strong","libsize",FALSE,NA,NA
"set09",0.303464187330926,0.275463148938133,0.0849200043577084,0.329734302354069,999,0.386,0.514666666666667,225,10,"coherent_strong","libsize",FALSE,NA,NA
"set10",0.0131400848815646,0.172495025104891,0.113423321940892,-1.40495744170119,999,0.989,0.989,225,10,"coherent_strong","libsize",FALSE,NA,NA
"set11",0.263603254130188,0.217835903336265,0.0980211683401986,0.466912928797989,999,0.336,0.514666666666667,225,10,"coherent_strong","libsize",FALSE,NA,NA
"set12",0.459966338288058,0.268765421122603,0.0815970102163142,2.34323434962359,999,0.064,0.1536,225,10,"coherent_strong","libsize",FALSE,NA,NA
"set01",0.880475141300792,0.0940566895391737,0.0507504575049285,15.4957903913526,999,0.001,0.004,225,10,"coherent_strong","pcs1",TRUE,0.144985094647063,0.00130897941571118
"set02",0.821399171612284,0.10696810501722,0.0522420552523528,13.6754012288383,999,0.001,0.004,225,10,"coherent_strong","pcs1",TRUE,0.0765865188536418,0.0711308098087555
"set03",0.806076283782021,0.237412547220539,0.0476876471083283,11.9247597867367,999,0.001,0.004,225,10,"coherent_strong","pcs1",TRUE,0.413070763846979,0.123203880407823
"set04",0.0961486818706255,0.108125476992245,0.0566220552073692,-0.211521730847755,999,0.584,0.778666666666667,225,10,"coherent_strong","pcs1",FALSE,NA,NA
"set05",0.0784355624299297,0.12949173571921,0.0545297662836377,-0.936299140247749,999,0.838,0.914181818181818,225,10,"coherent_strong","pcs1",FALSE,NA,NA
"set06",0.296121101253215,0.233232882606938,0.0586804502830284,1.07170647707974,999,0.141,0.241714285714286,225,10,"coherent_strong","pcs1",FALSE,NA,NA
"set07",0.153407106116774,0.0958713966011823,0.051021587537412,1.12767383949789,999,0.14,0.241714285714286,225,10,"coherent_strong","pcs1",FALSE,NA,NA
"set08",0.252864251561909,0.166466514148438,0.0592914654771734,1.4571698762739,999,0.074,0.1776,225,10,"coherent_strong","pcs1",FALSE,NA,NA
"set09",0.257608921335564,0.211935494188626,0.0589818464975294,0.774364145226459,999,0.201,0.3015,225,10,"coherent_strong","pcs1",FALSE,NA,NA
"set10",0.0118727475757591,0.0810189094263161,0.0500326252005418,-1.38202146246382,999,0.936,0.936,225,10,"coherent_strong","pcs1",FALSE,NA,NA
"set11",0.226004025910287,0.141961352936347,0.0580091065730449,1.44878412957651,999,0.067,0.1776,225,10,"coherent_strong","pcs1",FALSE,NA,NA
"set12",0.185787911261401,0.207638018533925,0.0559305266936116,-0.390665144138886,999,0.65,0.78,225,10,"coherent_strong","pcs1",FALSE,NA,NA
"set01",0.826106574876185,0.0470482710722912,0.0423729894512929,18.3857290668483,999,0.001,0.004,225,10,"coherent_strong","pcs3",TRUE,0.489295561749365,0.00130897941571118
"set02",0.763742789388273,0.072806342563623,0.0486401703780652,14.2050581125479,999,0.001,0.004,225,10,"coherent_strong","pcs3",TRUE,0.922256406988308,0.0711308098087555
"set03",0.7181235139385,0.13326517016344,0.052688536744932,11.1002958120927,999,0.001,0.004,225,10,"coherent_strong","pcs3",TRUE,0.968950257720306,0.123203880407823
"set04",0.0139893564852232,0.0576659550174112,0.0420212476807771,-1.0393931866085,999,0.856,0.925,225,10,"coherent_strong","pcs3",FALSE,NA,NA
"set05",0.0637350408175024,0.0721712491312176,0.0482723906784307,-0.174762596075123,999,0.581,0.925,225,10,"coherent_strong","pcs3",FALSE,NA,NA
"set06",0.0949536828009075,0.169064327555926,0.0514367515986629,-1.44081114089921,999,0.925,0.925,225,10,"coherent_strong","pcs3",FALSE,NA,NA
"set07",0.077869552729815,0.0464515217886497,0.0435290185964013,0.721772094897697,999,0.237,0.5688,225,10,"coherent_strong","pcs3",FALSE,NA,NA
"set08",0.0622751155410338,0.103687961623461,0.047090894780977,-0.879423639645023,999,0.809,0.925,225,10,"coherent_strong","pcs3",FALSE,NA,NA
"set09",0.124437216125595,0.137868116456072,0.0485508089956311,-0.27663597390696,999,0.61,0.925,225,10,"coherent_strong","pcs3",FALSE,NA,NA
"set10",-0.0110151923670626,0.0396549676077699,0.0425005654901244,-1.19222319492682,999,0.903,0.925,225,10,"coherent_strong","pcs3",FALSE,NA,NA
"set11",0.210996171941452,0.0859514524284608,0.0474248998502469,2.63668916345303,999,0.011,0.033,225,10,"coherent_strong","pcs3",FALSE,NA,NA
"set12",0.109312529188711,0.138867177670524,0.0480496008150224,-0.615086243808557,999,0.727,0.925,225,10,"coherent_strong","pcs3",FALSE,NA,NA
"set01",0.0558088118977722,-0.0260947165144781,0.0337972937684441,2.42337534399639,999,0.015,0.09,225,10,"coherent_strong","pcs10",TRUE,0.946945738792764,0.00130897941571118
"set02",0.0158228528547788,-0.0222919261116078,0.0362712101930051,1.0508273300938,999,0.144,0.453,225,10,"coherent_strong","pcs10",TRUE,0.961078077958186,0.0711308098087555
"set03",0.0158354133569241,-0.0222613051905476,0.0350645537448507,1.08647378844986,999,0.151,0.453,225,10,"coherent_strong","pcs10",TRUE,0.986020434577867,0.123203880407823
"set04",-0.0115882603187585,-0.0240020253982319,0.0336225755757197,0.369209225257505,999,0.345,0.7488,225,10,"coherent_strong","pcs10",FALSE,NA,NA
"set05",-0.0266320334252279,-0.0224157189755683,0.035250901195715,-0.119608699540768,999,0.547,0.7488,225,10,"coherent_strong","pcs10",FALSE,NA,NA
"set06",-0.0245414568751519,-0.0189398511339851,0.0345663836064385,-0.162053566405582,999,0.565,0.7488,225,10,"coherent_strong","pcs10",FALSE,NA,NA
"set07",-0.0189497348455795,-0.0252368023763353,0.0330808956420005,0.190051309335575,999,0.433,0.7488,225,10,"coherent_strong","pcs10",FALSE,NA,NA
"set08",-0.0980191322696335,-0.0241478967849646,0.0337536077234478,-2.18854340223171,999,0.998,0.998,225,10,"coherent_strong","pcs10",FALSE,NA,NA
"set09",-0.0317997212372193,-0.0216020400669025,0.0346883890291324,-0.293979670308484,999,0.624,0.7488,225,10,"coherent_strong","pcs10",FALSE,NA,NA
"set10",-0.0508315179661133,-0.023064863031008,0.0346916710213113,-0.800383899583508,999,0.795,0.867272727272727,225,10,"coherent_strong","pcs10",FALSE,NA,NA
"set11",0.0843074392495226,-0.0217738966009098,0.0322830380962453,3.2859774700935,999,0.003,0.036,225,10,"coherent_strong","pcs10",FALSE,NA,NA
"set12",-0.0299279118503671,-0.02120836633332,0.0332640416830672,-0.262131270761534,999,0.604,0.7488,225,10,"coherent_strong","pcs10",FALSE,NA,NA
"set01",0.688054213070218,0.114251210628115,0.1116223795278,5.1405731079151,999,0.001,0.004,225,11,"coherent_weak","none",TRUE,0,0.022219445865866
"set02",0.801046355732708,0.155284107162609,0.105556060872396,6.11771833121683,999,0.001,0.004,225,11,"coherent_weak","none",TRUE,2.22044604925031e-16,0.00228291770978828
"set03",0.834437528463099,0.298231538383736,0.0937358909171943,5.7203914619326,999,0.001,0.004,225,11,"coherent_weak","none",TRUE,0,0.0597486214948477
"set04",0.0674303746402563,0.125397449984342,0.112029746789339,-0.517425746334022,999,0.734,0.800727272727273,225,11,"coherent_weak","none",FALSE,NA,NA
"set05",0.5030242159654,0.166612871622041,0.107441174237716,3.13112125523724,999,0.03,0.09,225,11,"coherent_weak","none",FALSE,NA,NA
"set06",0.217695549719882,0.26246910613746,0.100536080722639,-0.445348138655817,999,0.689,0.800727272727273,225,11,"coherent_weak","none",FALSE,NA,NA
"set07",0.0844641579966976,0.123967584731341,0.114543256834161,-0.34487780273122,999,0.626,0.800727272727273,225,11,"coherent_weak","none",FALSE,NA,NA
"set08",0.23521739317785,0.163686402730064,0.114748507667408,0.623371858178009,999,0.305,0.732,225,11,"coherent_weak","none",FALSE,NA,NA
"set09",0.222647024693592,0.239327766186434,0.0945884436247576,-0.176350734335115,999,0.591,0.800727272727273,225,11,"coherent_weak","none",FALSE,NA,NA
"set10",0.0690205620925968,0.161533978535941,0.119420150547634,-0.774688492847298,999,0.848,0.848,225,11,"coherent_weak","none",FALSE,NA,NA
"set11",0.182126302878153,0.181431444229678,0.114397041507914,0.00607409631678552,999,0.498,0.800727272727273,225,11,"coherent_weak","none",FALSE,NA,NA
"set12",0.283750737083164,0.244105684786701,0.102094249182898,0.388318172803639,999,0.366,0.732,225,11,"coherent_weak","none",FALSE,NA,NA
"set01",0.674227298530488,0.11534161862611,0.109465607078499,5.10558242739743,999,0.001,0.004,225,11,"coherent_weak","libsize",TRUE,0.022219445865866,0.022219445865866
"set02",0.79739851732074,0.160456715892933,0.101252174374852,6.29064813037739,999,0.001,0.004,225,11,"coherent_weak","libsize",TRUE,0.00228291770978828,0.00228291770978828
"set03",0.823720118194202,0.289147703329967,0.0937929329559615,5.69949566579,999,0.001,0.004,225,11,"coherent_weak","libsize",TRUE,0.0597486214948477,0.0597486214948477
"set04",0.0609200279447731,0.128773972167396,0.111767956745877,-0.607096579361294,999,0.764,0.784,225,11,"coherent_weak","libsize",FALSE,NA,NA
"set05",0.498632010806983,0.172218130223321,0.107499170129448,3.03643163189634,999,0.032,0.096,225,11,"coherent_weak","libsize",FALSE,NA,NA
"set06",0.207603851719629,0.26346635624682,0.0953426049123535,-0.585913344601233,999,0.736,0.784,225,11,"coherent_weak","libsize",FALSE,NA,NA
"set07",0.0837213699947901,0.12272365424304,0.110216575638444,-0.353869497598921,999,0.643,0.784,225,11,"coherent_weak","libsize",FALSE,NA,NA
"set08",0.246449170376235,0.16947464191996,0.110040058146071,0.699513702129241,999,0.286,0.668,225,11,"coherent_weak","libsize",FALSE,NA,NA
"set09",0.194038179838769,0.245642316531726,0.0896018611071518,-0.575927062845768,999,0.744,0.784,225,11,"coherent_weak","libsize",FALSE,NA,NA
"set10",0.0828982700110898,0.154362107610112,0.110688878284863,-0.645627986355651,999,0.784,0.784,225,11,"coherent_weak","libsize",FALSE,NA,NA
"set11",0.151368752658998,0.181455325250573,0.106384831162652,-0.282808857830262,999,0.632,0.784,225,11,"coherent_weak","libsize",FALSE,NA,NA
"set12",0.301024534825923,0.25224774410865,0.09560103773877,0.510211937767412,999,0.334,0.668,225,11,"coherent_weak","libsize",FALSE,NA,NA
"set01",0.663321801052413,0.0351691905070455,0.0436510030712037,14.3903362202404,999,0.001,0.004,225,11,"coherent_weak","pcs1",TRUE,0.121352021258099,0.022219445865866
"set02",0.802294597327763,0.0855124381751684,0.0486740052196543,14.726179937688,999,0.001,0.004,225,11,"coherent_weak","pcs1",TRUE,0.00499400619808554,0.00228291770978828
"set03",0.832077838660195,0.214511675440061,0.0492732071525883,12.5335085517707,999,0.001,0.004,225,11,"coherent_weak","pcs1",TRUE,0.276196824117111,0.0597486214948477
"set04",0.0678334311666677,0.0402635837629147,0.0457641553830615,0.60243321815915,999,0.288,0.636,225,11,"coherent_weak","pcs1",FALSE,NA,NA
"set05",0.112248406967745,0.0897122373036277,0.0487768614733409,0.462025825020217,999,0.329,0.636,225,11,"coherent_weak","pcs1",FALSE,NA,NA
"set06",0.198698076095554,0.192336859974041,0.052257211939206,0.121728961141544,999,0.447,0.668,225,11,"coherent_weak","pcs1",FALSE,NA,NA
"set07",0.019359838178882,0.0393432487126045,0.0433771984972735,-0.460689284370878,999,0.678,0.739636363636364,225,11,"coherent_weak","pcs1",FALSE,NA,NA
"set08",0.0797344597972497,0.0797436774346082,0.0462018672359002,-0.000199507896756029,999,0.501,0.668,225,11,"coherent_weak","pcs1",FALSE,NA,NA
"set09",0.194368908249135,0.176744586569006,0.0510824255104261,0.345017322572751,999,0.371,0.636,225,11,"coherent_weak","pcs1",FALSE,NA,NA
"set10",-0.00202960151119991,0.0648165932124582,0.0470392908216536,-1.42107148207444,999,0.931,0.931,225,11,"coherent_weak","pcs1",FALSE,NA,NA
"set11",0.0919314621518125,0.103380931410039,0.0482760063110533,-0.237166868867621,999,0.606,0.7272,225,11,"coherent_weak","pcs1",FALSE,NA,NA
"set12",0.265465517710217,0.174470560483898,0.0490019233170811,1.85696705489517,999,0.052,0.156,225,11,"coherent_weak","pcs1",FALSE,NA,NA
"set01",0.612015264674417,-0.00830793709282023,0.0376781427944239,16.4637414628367,999,0.001,0.004,225,11,"coherent_weak","pcs3",TRUE,0.285185970634276,0.022219445865866
"set02",0.638054533784267,0.00970239953955668,0.041423929795627,15.1688199875002,999,0.001,0.004,225,11,"coherent_weak","pcs3",TRUE,0.578678114146756,0.00228291770978828
"set03",0.564117179758485,0.0342785000182211,0.0478474253108749,11.0735045051597,999,0.001,0.004,225,11,"coherent_weak","pcs3",TRUE,0.87000114162267,0.0597486214948477
"set04",0.0191586466671267,-0.00664377181843876,0.0385057592876747,0.670092447542635,999,0.259,0.518,225,11,"coherent_weak","pcs3",FALSE,NA,NA
"set05",0.02087897657034,0.00659829356211281,0.0423933323010102,0.336861535366656,999,0.376,0.644571428571429,225,11,"coherent_weak","pcs3",FALSE,NA,NA
"set06",0.0401750963603031,0.035145056103064,0.0473707169311115,0.106184592151181,999,0.454,0.681,225,11,"coherent_weak","pcs3",FALSE,NA,NA
"set07",-0.0197528957822249,-0.00264600181577782,0.0365828717995993,-0.467620313138851,999,0.665,0.841,225,11,"coherent_weak","pcs3",FALSE,NA,NA
"set08",-0.0258409506264211,0.00527754197031241,0.0401948164674638,-0.774191682699255,999,0.799,0.841,225,11,"coherent_weak","pcs3",FALSE,NA,NA
"set09",0.0756469669579603,0.029359853834698,0.0456908428877422,1.01305010364954,999,0.152,0.3648,225,11,"coherent_weak","pcs3",FALSE,NA,NA
"set10",-0.0380935196412654,-0.00141076068082529,0.0371999626473618,-0.986096661122364,999,0.841,0.841,225,11,"coherent_weak","pcs3",FALSE,NA,NA
"set11",-0.00618222190759852,0.0156954200364238,0.0416713424730545,-0.525004490992073,999,0.704,0.841,225,11,"coherent_weak","pcs3",FALSE,NA,NA
