"pathway","stat","stat_matched_med","stat_matched_mad","z_matched","n_matched","p_matched","p_adj_BH","n_spots","replicate","scenario","tier","planted","signal_R2_removed","signal_R2_library"
"set10",0.030490971821998,0.0620249126576399,0.0469527061809515,-0.671610720670987,999,0.768,0.984,225,5,"coherent_strong","pcs3",FALSE,NA,NA
"set11",0.0204000023309587,0.0893961112259022,0.0505712636435003,-1.36433428639095,999,0.92,0.984,225,5,"coherent_strong","pcs3",FALSE,NA,NA
"set12",0.218290852888291,0.182270142355569,0.0512416035253673,0.702958300570937,999,0.251,0.6024,225,5,"coherent_strong","pcs3",FALSE,NA,NA
"set01",0.0349588653955263,-0.0250758467719109,0.0357941282772059,1.67722235620606,999,0.047,0.282,225,5,"coherent_strong","pcs10",TRUE,0.946893858139229,0.00262086005564299
"set02",0.00716478989056685,-0.0225332557043287,0.032764948938255,0.906396822130288,999,0.195,0.78,225,5,"coherent_strong","pcs10",TRUE,0.972406374493823,0.0120606707782969
"set03",0.0729407096656109,-0.0211067732793609,0.0344157752973989,2.7326852913315,999,0.009,0.108,225,5,"coherent_strong","pcs10",TRUE,0.985914843778013,0.0536168982622579
"set04",-0.0234077259334676,-0.0288476217483738,0.0347861367906787,0.156381142512033,999,0.442,0.906,225,5,"coherent_strong","pcs10",FALSE,NA,NA
"set05",-0.0782095366008576,-0.0257228441170609,0.0335811590837378,-1.56298037101448,999,0.945,0.945,225,5,"coherent_strong","pcs10",FALSE,NA,NA
"set06",-0.0530841337967083,-0.0209872565409322,0.0346572638632336,-0.926122655915322,999,0.839,0.945,225,5,"coherent_strong","pcs10",FALSE,NA,NA
"set07",-0.0660743689026047,-0.0239225763087943,0.0353040543956429,-1.19396463990869,999,0.902,0.945,225,5,"coherent_strong","pcs10",FALSE,NA,NA
"set08",-0.031164006655625,-0.0247256288560696,0.0351965254926213,-0.182926516451322,999,0.572,0.945,225,5,"coherent_strong","pcs10",FALSE,NA,NA
"set09",-0.00134038869583486,-0.0227834574056076,0.0336183387430742,0.637838439122464,999,0.272,0.816,225,5,"coherent_strong","pcs10",FALSE,NA,NA
"set10",-0.0516328881584962,-0.0267398000936846,0.034308567929581,-0.725564766092978,999,0.776,0.945,225,5,"coherent_strong","pcs10",FALSE,NA,NA
"set11",-0.075720819121597,-0.0243489601924859,0.0359541226180269,-1.4288169252489,999,0.937,0.945,225,5,"coherent_strong","pcs10",FALSE,NA,NA
"set12",-0.0141340720910775,-0.0180845870776044,0.0362581495258096,0.108955229050361,999,0.453,0.906,225,5,"coherent_strong","pcs10",FALSE,NA,NA
"set01",0.742902837907041,0.129112070321625,0.116214913212604,5.2815146577836,999,0.001,0.004,225,6,"coherent_weak","none",TRUE,0,0.00860899292134754
"set02",0.803078131315987,0.171112554593234,0.117537558917423,5.37671177233439,999,0.001,0.004,225,6,"coherent_weak","none",TRUE,0,0.0217195411596668
"set03",0.839263539615109,0.234622010229204,0.099351754078214,6.08586667639411,999,0.001,0.004,225,6,"coherent_weak","none",TRUE,0,0.00807847544603224
"set04",0.0626718463740502,0.167653337546441,0.128027327061367,-0.8199928373266,999,0.866,0.987,225,6,"coherent_weak","none",FALSE,NA,NA
"set05",0.187276448459621,0.156749095743433,0.111482699702664,0.273830404157845,999,0.398,0.796,225,6,"coherent_weak","none",FALSE,NA,NA
"set06",0.0575336580041258,0.207996946222322,0.10410254810001,-1.4453372272276,999,0.987,0.987,225,6,"coherent_weak","none",FALSE,NA,NA
"set07",0.602812585982064,0.176524866465955,0.13483356550146,3.16158456487226,999,0.013,0.039,225,6,"coherent_weak","none",FALSE,NA,NA
"set08",0.0773102464537092,0.195175882858775,0.109922963997335,-1.07225671614826,999,0.922,0.987,225,6,"coherent_weak","none",FALSE,NA,NA
"set09",0.18656518481034,0.212330466850267,0.0919920283882332,-0.28008168198216,999,0.612,0.987,225,6,"coherent_weak","none",FALSE,NA,NA
"set10",0.0162894260013967,0.119117008676995,0.112014426472549,-0.91798517310445,999,0.911,0.987,225,6,"coherent_weak","none",FALSE,NA,NA
"set11",0.0629143187768319,0.170947906251293,0.109825126304686,-0.983687350149235,999,0.916,0.987,225,6,"coherent_weak","none",FALSE,NA,NA
"set12",0.32475532514604,0.280184755606979,0.105559309063817,0.42223248649833,999,0.36,0.796,225,6,"coherent_weak","none",FALSE,NA,NA
"set01",0.735276243834939,0.133195613784504,0.112450835095011,5.35416770841879,999,0.001,0.004,225,6,"coherent_weak","libsize",TRUE,0.00860899292134754,0.00860899292134754
"set02",0.785187153101276,0.17902431122564,0.111931667829696,5.41547225757335,999,0.001,0.004,225,6,"coherent_weak","libsize",TRUE,0.0217195411596668,0.0217195411596668
"set03",0.841151072420429,0.248525697774572,0.0936738598540107,6.32647544970876,999,0.001,0.004,225,6,"coherent_weak","libsize",TRUE,0.00807847544603224,0.00807847544603224
"set04",0.0820978649449237,0.171497332949857,0.127258053243077,-0.702505387491435,999,0.792,0.977,225,6,"coherent_weak","libsize",FALSE,NA,NA
"set05",0.174310823110391,0.167363111567434,0.105874207081241,0.0656223242137358,999,0.479,0.888,225,6,"coherent_weak","libsize",FALSE,NA,NA
"set06",0.0917738945618269,0.226982761138329,0.0967607467291972,-1.39735245072993,999,0.977,0.977,225,6,"coherent_weak","libsize",FALSE,NA,NA
"set07",0.603451456971576,0.173328036373849,0.129685832057316,3.3166569838379,999,0.013,0.039,225,6,"coherent_weak","libsize",FALSE,NA,NA
"set08",0.0930417944671386,0.198690095675485,0.109390524764075,-0.96579024039057,999,0.902,0.977,225,6,"coherent_weak","libsize",FALSE,NA,NA
"set09",0.223433674109141,0.227118690186522,0.0893986785233454,-0.0412200285087971,999,0.518,0.888,225,6,"coherent_weak","libsize",FALSE,NA,NA
"set10",0.00624409209946577,0.12602904642325,0.110950797621967,-1.079622291062,999,0.953,0.977,225,6,"coherent_weak","libsize",FALSE,NA,NA
"set11",0.101574613940906,0.18000519959209,0.106964132148831,-0.733241920217283,999,0.824,0.977,225,6,"coherent_weak","libsize",FALSE,NA,NA
"set12",0.308718512419071,0.280854375831893,0.103579336088371,0.269012504225791,999,0.391,0.888,225,6,"coherent_weak","libsize",FALSE,NA,NA
"set01",0.709017940328363,0.0428232182423012,0.0469810178435884,14.1800827794747,999,0.001,0.004,225,6,"coherent_weak","pcs1",TRUE,0.116691603530101,0.00860899292134754
"set02",0.783565208040946,0.0904373160915131,0.0488254596775878,14.1960341290468,999,0.001,0.004,225,6,"coherent_weak","pcs1",TRUE,0.0229857075355216,0.0217195411596668
"set03",0.816959620467703,0.176872695294509,0.0481264428557999,13.3001087799294,999,0.001,0.004,225,6,"coherent_weak","pcs1",TRUE,0.269743018691198,0.00807847544603224
"set04",0.0425560929692602,0.0651791521760396,0.0461626169287285,-0.490073152518793,999,0.693,0.924,225,6,"coherent_weak","pcs1",FALSE,NA,NA
"set05",0.105926577481424,0.0868350233937519,0.0511505215712454,0.373242608310071,999,0.355,0.608571428571429,225,6,"coherent_weak","pcs1",FALSE,NA,NA
"set06",0.0857586983213551,0.154953317466271,0.0504914164299904,-1.37042341129127,999,0.936,0.936,225,6,"coherent_weak","pcs1",FALSE,NA,NA
"set07",0.100205596576221,0.0727845564612138,0.0501814509500016,0.546437769253194,999,0.297,0.594,225,6,"coherent_weak","pcs1",FALSE,NA,NA
"set08",0.0652041280076899,0.110406961783952,0.0499392033009963,-0.905157287027848,999,0.819,0.936,225,6,"coherent_weak","pcs1",FALSE,NA,NA
"set09",0.215822098794509,0.158328342996118,0.0531065043152023,1.08261231914549,999,0.14,0.336,225,6,"coherent_weak","pcs1",FALSE,NA,NA
"set10",-0.0215772476308825,0.0405634589073103,0.0444769849981316,-1.39714296148453,999,0.927,0.936,225,6,"coherent_weak","pcs1",FALSE,NA,NA
"set11",0.101553775148728,0.0963157403176779,0.0521795161364715,0.100384886999539,999,0.467,0.7005,225,6,"coherent_weak","pcs1",FALSE,NA,NA
"set12",0.280356271284292,0.202386157060069,0.0497486181252602,1.56728201028429,999,0.072,0.216,225,6,"coherent_weak","pcs1",FALSE,NA,NA
"set01",0.631640094681149,0.000498081201911991,0.0383859922420655,16.441987730816,999,0.001,0.004,225,6,"coherent_weak","pcs3",TRUE,0.308887998795071,0.00860899292134754
"set02",0.583534803776235,0.0150480634625656,0.0422023956379873,13.4704850689083,999,0.001,0.004,225,6,"coherent_weak","pcs3",TRUE,0.692993514529457,0.0217195411596668
"set03",0.573808913089987,0.0203339861226727,0.0417837020093668,13.2461917051591,999,0.001,0.004,225,6,"coherent_weak","pcs3",TRUE,0.822404702862553,0.00807847544603224
"set04",0.016326583625934,-0.000848226694483084,0.0396659311915876,0.4329864396089,999,0.347,0.594857142857143,225,6,"coherent_weak","pcs3",FALSE,NA,NA
"set05",-0.00835677625265222,0.00493250681579256,0.0379851794361268,-0.349854423902119,999,0.641,0.854666666666667,225,6,"coherent_weak","pcs3",FALSE,NA,NA
"set06",-0.0597878550094871,0.0250420033498993,0.0427356513855394,-1.98499041453924,999,0.983,0.983,225,6,"coherent_weak","pcs3",FALSE,NA,NA
"set07",0.0311508749472619,0.00331723849516289,0.0404311561655959,0.688420492802615,999,0.256,0.594857142857143,225,6,"coherent_weak","pcs3",FALSE,NA,NA
"set08",0.00714470706065454,0.0113796410931832,0.0435574456575524,-0.0972264091384876,999,0.537,0.8055,225,6,"coherent_weak","pcs3",FALSE,NA,NA
"set09",0.0515093776978871,0.0297400844458098,0.0395628905998961,0.550245265752511,999,0.305,0.594857142857143,225,6,"coherent_weak","pcs3",FALSE,NA,NA
"set10",-0.0411282585014092,-0.00167841395097508,0.0387942854708905,-1.01689834138163,999,0.863,0.941454545454545,225,6,"coherent_weak","pcs3",FALSE,NA,NA
"set11",-0.0206177745241351,0.010166180650533,0.0420917499266039,-0.73135365548704,999,0.786,0.941454545454545,225,6,"coherent_weak","pcs3",FALSE,NA,NA
"set12",0.0638819994399849,0.0403570073663453,0.0463999104494628,0.507005118021988,999,0.308,0.594857142857143,225,6,"coherent_weak","pcs3",FALSE,NA,NA
"set01",0.473417066214104,-0.017569811841249,0.035715791808782,13.7470528634515,999,0.001,0.004,225,6,"coherent_weak","pcs10",TRUE,0.448742431647724,0.00860899292134754
"set02",0.188146548923563,-0.0117023084185406,0.0360895271905721,5.53758591202357,999,0.001,0.004,225,6,"coherent_weak","pcs10",TRUE,0.828171409232897,0.0217195411596668
"set03",0.206724105306361,-0.0120070808053331,0.035961342799575,6.08239762710638,999,0.001,0.004,225,6,"coherent_weak","pcs10",TRUE,0.875423397592757,0.00807847544603224
"set04",0.0111103951091304,-0.0156740596378411,0.0355898135841253,0.752587666233761,999,0.219,0.5256,225,6,"coherent_weak","pcs10",FALSE,NA,NA
"set05",-0.0161194750558008,-0.0158308911482929,0.0329319046630792,-0.00876304940331747,999,0.506,0.759,225,6,"coherent_weak","pcs10",FALSE,NA,NA
"set06",-0.11692005280339,-0.0125435921108985,0.0343843693954142,-3.0355787390538,999,0.998,0.998,225,6,"coherent_weak","pcs10",FALSE,NA,NA
"set07",-0.024257442751367,-0.0164622990736385,0.0349641622056145,-0.222946674137007,999,0.583,0.777333333333333,225,6,"coherent_weak","pcs10",FALSE,NA,NA
"set08",-0.00991136343665638,-0.0149291985497509,0.0362214079786951,0.138532304322515,999,0.451,0.759,225,6,"coherent_weak","pcs10",FALSE,NA,NA
"set09",-0.00239416885377676,-0.0124290253632817,0.0350961322102167,0.285924854892806,999,0.398,0.759,225,6,"coherent_weak","pcs10",FALSE,NA,NA
"set10",-0.0477387818689675,-0.0144680396258259,0.034829340950108,-0.955250410589192,999,0.844,0.920727272727273,225,6,"coherent_weak","pcs10",FALSE,NA,NA
"set11",-0.0403638432362485,-0.0146184945363916,0.0375892778420049,-0.684912032842706,999,0.769,0.920727272727273,225,6,"coherent_weak","pcs10",FALSE,NA,NA
"set12",0.0204561302069336,-0.0091538031140104,0.0339860003665625,0.871239127922686,999,0.206,0.5256,225,6,"coherent_weak","pcs10",FALSE,NA,NA
"set01",0.873520956110819,0.156965347588502,0.116082175732034,6.17283061765163,999,0.001,0.004,225,6,"coherent_strong","none",TRUE,0,0.00358084752831378
"set02",0.866291272608443,0.229892905236908,0.109644535988899,5.80419591028201,999,0.001,0.004,225,6,"coherent_strong","none",TRUE,0,0.000149665013984723
"set03",0.89603280535003,0.345436988691335,0.0852339933496742,6.4598148581384,999,0.001,0.004,225,6,"coherent_strong","none",TRUE,0,0.0912135496340484
"set04",0.140886509295897,0.192084946166494,0.113511958713088,-0.451040026540341,999,0.691,0.753818181818182,225,6,"coherent_strong","none",FALSE,NA,NA
"set05",0.195408499831499,0.197337290810155,0.110186397374737,-0.0175048011788333,999,0.507,0.642,225,6,"coherent_strong","none",FALSE,NA,NA
"set06",0.304660008813024,0.273221848490586,0.108798460459139,0.288957768242,999,0.381,0.642,225,6,"coherent_strong","none",FALSE,NA,NA
"set07",0.563588567157446,0.224689503074926,0.133404138002465,2.5403939424747,999,0.029,0.087,225,6,"coherent_strong","none",FALSE,NA,NA
"set08",0.159748111273968,0.237075406372886,0.110458454241325,-0.70005773329016,999,0.797,0.797,225,6,"coherent_strong","none",FALSE,NA,NA
"set09",0.31278663292937,0.267224793036441,0.0990459583014127,0.460007058079819,999,0.342,0.642,225,6,"coherent_strong","none",FALSE,NA,NA
"set10",0.2249150893112,0.149051244721017,0.104028134234111,0.729262762893102,999,0.277,0.642,225,6,"coherent_strong","none",FALSE,NA,NA
"set11",0.225222839267128,0.231302291470552,0.105649275275259,-0.0575437189472849,999,0.535,0.642,225,6,"coherent_strong","none",FALSE,NA,NA
"set12",0.354337233041816,0.343532922651924,0.0916204219248457,0.117924695858251,999,0.457,0.642,225,6,"coherent_strong","none",FALSE,NA,NA
"set01",0.868398435244996,0.1508292730739,0.1138696389255,6.30167241191105,999,0.001,0.004,225,6,"coherent_strong","libsize",TRUE,0.00358084752831378,0.00358084752831378
"set02",0.865664775198987,0.212916907265077,0.100752281328778,6.47874032553011,999,0.001,0.004,225,6,"coherent_strong","libsize",TRUE,0.000149665013984723,0.000149665013984723
"set03",0.835193157294849,0.308752418591257,0.0773378890849058,6.80702233966635,999,0.001,0.004,225,6,"coherent_strong","libsize",TRUE,0.0912135496340484,0.0912135496340484
"set04",0.113399567740896,0.172912541790448,0.110212547098639,-0.539983655366289,999,0.736,0.791,225,6,"coherent_strong","libsize",FALSE,NA,NA
"set05",0.157776391393074,0.190135681710839,0.103732558467425,-0.311949216290912,999,0.654,0.7848,225,6,"coherent_strong","libsize",FALSE,NA,NA
"set06",0.316208238587655,0.257971851171353,0.0975043175278271,0.597269832689022,999,0.285,0.648,225,6,"coherent_strong","libsize",FALSE,NA,NA
"set07",0.565305572408878,0.196706082214958,0.124881101117281,2.9516034603807,999,0.019,0.057,225,6,"coherent_strong","libsize",FALSE,NA,NA
"set08",0.148337958832554,0.217425659638648,0.102381490608564,-0.674806553366547,999,0.791,0.791,225,6,"coherent_strong","libsize",FALSE,NA,NA
"set09",0.291504038058905,0.252601281041687,0.0910199040072704,0.427409339105775,999,0.35,0.648,225,6,"coherent_strong","libsize",FALSE,NA,NA
"set10",0.183628820226146,0.144825703766131,0.100168576285629,0.387378136925582,999,0.378,0.648,225,6,"coherent_strong","libsize",FALSE,NA,NA
"set11",0.194398555775264,0.212656986221827,0.0957979401671305,-0.190593142344278,999,0.577,0.7848,225,6,"coherent_strong","libsize",FALSE,NA,NA
"set12",0.285115530546246,0.307096298221546,0.0807707876152057,-0.272137592368386,999,0.592,0.7848,225,6,"coherent_strong","libsize",FALSE,NA,NA
"set01",0.860204076424889,0.0691450280915861,0.0523473824523172,15.1117211840319,999,0.001,0.004,225,6,"coherent_strong","pcs1",TRUE,0.127832797123287,0.00358084752831378
"set02",0.865509945242161,0.137811448462081,0.0558442927874621,13.0308481038452,999,0.001,0.004,225,6,"coherent_strong","pcs1",TRUE,0.00115649069790835,0.000149665013984723
"set03",0.842430821451427,0.25770914666338,0.0501416782195692,11.6613901957482,999,0.001,0.004,225,6,"coherent_strong","pcs1",TRUE,0.365707884992044,0.0912135496340484
"set04",0.0802854920694635,0.0905403876562294,0.054353119580248,-0.188671702120526,999,0.593,0.593,225,6,"coherent_strong","pcs1",FALSE,NA,NA
"set05",0.111773091487733,0.114944501589309,0.0569820706975717,-0.0556562803483975,999,0.522,0.569454545454545,225,6,"coherent_strong","pcs1",FALSE,NA,NA
"set06",0.324271681242659,0.188073468357996,0.0597728231860412,2.27859762388585,999,0.01,0.03,225,6,"coherent_strong","pcs1",FALSE,NA,NA
"set07",0.244609772844337,0.102701809766709,0.0554055516636017,2.56125891389425,999,0.013,0.0312,225,6,"coherent_strong","pcs1",FALSE,NA,NA
"set08",0.142141971143809,0.143196637256138,0.0588378339337654,-0.0179249649726435,999,0.513,0.569454545454545,225,6,"coherent_strong","pcs1",FALSE,NA,NA
"set09",0.302022018303919,0.192260511224348,0.0622871102267761,1.7621865371495,999,0.033,0.066,225,6,"coherent_strong","pcs1",FALSE,NA,NA
"set10",0.150325830642264,0.0664094999092529,0.0488382813658215,1.7182490535332,999,0.055,0.0942857142857143,225,6,"coherent_strong","pcs1",FALSE,NA,NA
"set11",0.192243325903454,0.13700317844809,0.0581147577646136,0.950535622622875,999,0.166,0.249,225,6,"coherent_strong","pcs1",FALSE,NA,NA
"set12",0.280742550319298,0.245553997129388,0.0546050208541834,0.644419737223015,999,0.247,0.329333333333333,225,6,"coherent_strong","pcs1",FALSE,NA,NA
"set01",0.795517513206865,0.0276753436214737,0.0444129374708787,17.2887048979559,999,0.001,0.004,225,6,"coherent_strong","pcs3",TRUE,0.491629764858926,0.00358084752831378
"set02",0.724549805664279,0.0756775580482583,0.045691788554545,14.2010691229875,999,0.001,0.004,225,6,"coherent_strong","pcs3",TRUE,0.933792345170111,0.000149665013984723
"set03",0.7832204278051,0.12891762601289,0.0469471638010935,13.9370038318901,999,0.001,0.004,225,6,"coherent_strong","pcs3",TRUE,0.970112345632516,0.0912135496340484
"set04",0.0449578564089249,0.0384199016710066,0.0430292075917998,0.151942252805144,999,0.445,0.6675,225,6,"coherent_strong","pcs3",FALSE,NA,NA
"set05",0.0561589063949762,0.0600649880999009,0.0441498495972006,-0.0884732731948492,999,0.542,0.722666666666667,225,6,"coherent_strong","pcs3",FALSE,NA,NA
"set06",0.182508628980759,0.122379658507264,0.0494910256559077,1.21494694596852,999,0.129,0.258,225,6,"coherent_strong","pcs3",FALSE,NA,NA
"set07",0.137172625263093,0.049694954333898,0.0463083937757396,1.88902407958325,999,0.034,0.0816,225,6,"coherent_strong","pcs3",FALSE,NA,NA
"set08",0.0124663011433596,0.0822950300641529,0.0470978018357516,-1.48263244141018,999,0.93,0.93,225,6,"coherent_strong","pcs3",FALSE,NA,NA
"set09",0.144970585604994,0.13030476789695,0.0495784972658673,0.295810049050054,999,0.384,0.658285714285714,225,6,"coherent_strong","pcs3",FALSE,NA,NA
"set10",0.149042464501271,0.0204253709318671,0.0405678943684012,3.17041580717547,999,0.005,0.015,225,6,"coherent_strong","pcs3",FALSE,NA,NA
"set11",0.0566422336245638,0.0779650783984273,0.0458540734416659,-0.465015279416555,999,0.688,0.8256,225,6,"coherent_strong","pcs3",FALSE,NA,NA
"set12",0.121782055415328,0.178117670162132,0.0461555159693917,-1.22056082709949,999,0.867,0.93,225,6,"coherent_strong","pcs3",FALSE,NA,NA
"set01",0.052675717905369,-0.0210294550063131,0.0354266069823303,2.08050330500022,999,0.024,0.096,225,6,"coherent_strong","pcs10",TRUE,0.937594444610192,0.00358084752831378
"set02",0.00366179432452361,-0.0235675982217252,0.0363080008401666,0.749955709930622,999,0.244,0.418285714285714,225,6,"coherent_strong","pcs10",TRUE,0.968944358168032,0.000149665013984723
"set03",0.10512357269093,-0.0213144569845677,0.0337390339209698,3.7475296409395,999,0.001,0.012,225,6,"coherent_strong","pcs10",TRUE,0.984422755500926,0.0912135496340484
"set04",-0.00900750993909121,-0.0231904556811737,0.0354497491465639,0.400085926798645,999,0.345,0.5175,225,6,"coherent_strong","pcs10",FALSE,NA,NA
"set05",-0.0340759581363648,-0.0228433697050451,0.0323540972982314,-0.347176690722683,999,0.636,0.7632,225,6,"coherent_strong","pcs10",FALSE,NA,NA
"set06",-0.0206779838041439,-0.0215594642453491,0.034341403553407,0.0256681541811274,999,0.49,0.653333333333333,225,6,"coherent_strong","pcs10",FALSE,NA,NA
"set07",0.0325139789865204,-0.0229504333657492,0.0350762931470692,1.58125067890487,999,0.07,0.21,225,6,"coherent_strong","pcs10",FALSE,NA,NA
"set08",-0.0782046401168573,-0.0223281939942277,0.0328526161985032,-1.70082180928944,999,0.962,0.962,225,6,"coherent_strong","pcs10",FALSE,NA,NA
"set09",0.0217274280721891,-0.0214271774120206,0.0369549776964509,1.16776164333484,999,0.134,0.3216,225,6,"coherent_strong","pcs10",FALSE,NA,NA
"set10",0.0671972990527797,-0.0216230207939578,0.0337735255440864,2.62988001447452,999,0.011,0.066,225,6,"coherent_strong","pcs10",FALSE,NA,NA
"set11",0.0111173334837581,-0.0222090087833567,0.0352028349653237,0.94669484147918,999,0.17,0.34,225,6,"coherent_strong","pcs10",FALSE,NA,NA
"set12",-0.0501426986476768,-0.018942962008325,0.0338820872198273,-0.920832782140238,999,0.863,0.941454545454545,225,6,"coherent_strong","pcs10",FALSE,NA,NA
"set01",0.709661287411238,0.114410493085888,0.12165410992147,4.89297726734915,999,0.001,0.004,225,7,"coherent_weak","none",TRUE,1.11022302462516e-16,0.020453797082587
"set02",0.747508800350222,0.167981699503591,0.118663897455009,4.88376931211411,999,0.001,0.004,225,7,"coherent_weak","none",TRUE,1.11022302462516e-16,0.00279785928431264
"set03",0.856494325076704,0.282220977200581,0.104180306239032,5.51230235932028,999,0.001,0.004,225,7,"coherent_weak","none",TRUE,0,0.0449867349345089
"set04",0.157212094714487,0.133329169366894,0.108220768772763,0.220687078999978,999,0.422,0.798857142857143,225,7,"coherent_weak","none",FALSE,NA,NA
"set05",0.285697183198775,0.202895149420053,0.113191075714465,0.731524400276916,999,0.293,0.798857142857143,225,7,"coherent_weak","none",FALSE,NA,NA
"set06",0.238125494180695,0.275046091830998,0.0946846118564227,-0.389932396895578,999,0.665,0.93,225,7,"coherent_weak","none",FALSE,NA,NA
"set07",0.049007131725612,0.152522268076376,0.12213536122987,-0.84754435823004,999,0.876,0.93,225,7,"coherent_weak","none",FALSE,NA,NA
"set08",0.178973601881715,0.170337939256345,0.105654978594191,0.0817345546823515,999,0.466,0.798857142857143,225,7,"coherent_weak","none",FALSE,NA,NA
"set09",0.262074458543328,0.2229062266545,0.0939935179006098,0.416712053806147,999,0.36,0.798857142857143,225,7,"coherent_weak","none",FALSE,NA,NA
"set10",0.0332144205344368,0.14841392474826,0.106494493461469,-1.08174141656914,999,0.93,0.93,225,7,"coherent_weak","none",FALSE,NA,NA
"set11",0.136721483984569,0.198289775382204,0.111211401587539,-0.5536149218403,999,0.725,0.93,225,7,"coherent_weak","none",FALSE,NA,NA
"set12",0.144744344279296,0.250229237845833,0.0996254474631359,-1.05881475318412,999,0.912,0.93,225,7,"coherent_weak","none",FALSE,NA,NA
"set01",0.688209138399327,0.118851147084633,0.120399317692778,4.72891376982318,999,0.002,0.008,225,7,"coherent_weak","libsize",TRUE,0.020453797082587,0.020453797082587
"set02",0.750092206320023,0.174252021818983,0.114195189899928,5.04259579589702,999,0.001,0.006,225,7,"coherent_weak","libsize",TRUE,0.00279785928431264,0.00279785928431264
"set03",0.846302362348523,0.275271972215168,0.102275428583921,5.5832607894163,999,0.001,0.006,225,7,"coherent_weak","libsize",TRUE,0.0449867349345089,0.0449867349345089
"set04",0.154873227039241,0.130927140440725,0.105291577409655,0.227426420874575,999,0.441,0.756,225,7,"coherent_weak","libsize",FALSE,NA,NA
"set05",0.269339747708286,0.20038928094701,0.115537315318401,0.596780932387598,999,0.323,0.756,225,7,"coherent_weak","libsize",FALSE,NA,NA
"set06",0.200519476791772,0.277669502432097,0.092872513315544,-0.830708924374634,999,0.839,0.95,225,7,"coherent_weak","libsize",FALSE,NA,NA
"set07",0.0534014262842965,0.150099459939321,0.117255253703924,-0.824679752936212,999,0.872,0.95,225,7,"coherent_weak","libsize",FALSE,NA,NA
"set08",0.194036454474343,0.173778591448932,0.105385359063302,0.192226540816199,999,0.435,0.756,225,7,"coherent_weak","libsize",FALSE,NA,NA
"set09",0.254995473722836,0.230716877048938,0.0929676982321189,0.261150885044823,999,0.406,0.756,225,7,"coherent_weak","libsize",FALSE,NA,NA
"set10",0.028123819849656,0.149678000167916,0.1070937397497,-1.13502601181317,999,0.95,0.95,225,7,"coherent_weak","libsize",FALSE,NA,NA
"set11",0.136153379195826,0.199197442819693,0.112468554661142,-0.560548357839345,999,0.726,0.95,225,7,"coherent_weak","libsize",FALSE,NA,NA
"set12",0.144083805971175,0.257091306081009,0.0967011802601873,-1.16862586170895,999,0.936,0.95,225,7,"coherent_weak","libsize",FALSE,NA,NA
"set01",0.685970571126494,0.0295417624261757,0.0431744540327743,15.2041021341466,999,0.001,0.004,225,7,"coherent_weak","pcs1",TRUE,0.132388725176361,0.020453797082587
"set02",0.748294328999648,0.0858039477177473,0.0489517398779466,13.5335410535706,999,0.001,0.004,225,7,"coherent_weak","pcs1",TRUE,0.00581554620951696,0.00279785928431264
"set03",0.825292597694852,0.196892542416001,0.051258608119486,12.2594053629787,999,0.001,0.004,225,7,"coherent_weak","pcs1",TRUE,0.299534076094484,0.0449867349345089
"set04",0.0708595695690277,0.0493155554635954,0.0488334608329199,0.441173198417035,999,0.324,0.648,225,7,"coherent_weak","pcs1",FALSE,NA,NA
"set05",0.141993648243439,0.108648206513168,0.0543102181196106,0.61398099445728,999,0.266,0.6384,225,7,"coherent_weak","pcs1",FALSE,NA,NA
"set06",0.147872412192857,0.203595302955135,0.0536714609514187,-1.03822198566042,999,0.849,0.863,225,7,"coherent_weak","pcs1",FALSE,NA,NA
"set07",0.0322949836937316,0.060128251775978,0.049751503857191,-0.559445763933896,999,0.712,0.863,225,7,"coherent_weak","pcs1",FALSE,NA,NA
"set08",0.17553814563439,0.0886672225847291,0.0531495915755461,1.63446078275473,999,0.039,0.117,225,7,"coherent_weak","pcs1",FALSE,NA,NA
"set09",0.157197127790912,0.163508970986538,0.0525424781075734,-0.120128387981679,999,0.549,0.863,225,7,"coherent_weak","pcs1",FALSE,NA,NA
"set10",0.0234063340657381,0.055743726901946,0.0465460239952565,-0.694740174574381,999,0.768,0.863,225,7,"coherent_weak","pcs1",FALSE,NA,NA
"set11",0.0700265467657125,0.111206712829379,0.0515294367674953,-0.799158086075629,999,0.804,0.863,225,7,"coherent_weak","pcs1",FALSE,NA,NA
"set12",0.125999163798007,0.181409236338726,0.051378303266955,-1.07847221526207,999,0.863,0.863,225,7,"coherent_weak","pcs1",FALSE,NA,NA
"set01",0.655876611752134,-0.0132618062052171,0.0353366498144771,18.9361023603096,999,0.001,0.004,225,7,"coherent_weak","pcs3",TRUE,0.271691421496505,0.020453797082587
"set02",0.647632142092149,-0.00291905791145341,0.0349580397648067,18.6094873848886,999,0.001,0.004,225,7,"coherent_weak","pcs3",TRUE,0.530587917297856,0.00279785928431264
"set03",0.506448536268146,-0.000551658664704644,0.0346903331003008,14.6150281540091,999,0.001,0.004,225,7,"coherent_weak","pcs3",TRUE,0.880376005411674,0.0449867349345089
"set04",-0.00847673611245723,-0.00968354457484511,0.0369271249675371,0.0326808129105312,999,0.485,0.745090909090909,225,7,"coherent_weak","pcs3",FALSE,NA,NA
"set05",-0.00842005384855541,-0.0053333789495184,0.0355965682004743,-0.0867127101032137,999,0.53,0.745090909090909,225,7,"coherent_weak","pcs3",FALSE,NA,NA
