"cohort","patient","section_id","pathway","n_spots","n_genes","stat","stat_matched_med","n_matched","p_matched","p_adj_BH","tier","sig","rank_effect"
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_ADIPOGENESIS",2746,13708,0.478925011802876,0.555146899247141,1999,0.9705,0.9995,"none",FALSE,0.0295
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_ALLOGRAFT_REJECTION",2746,13708,0.292803096955579,0.42690348560875,1999,0.9975,0.9995,"none",FALSE,0.00249999999999995
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_ANDROGEN_RESPONSE",2746,13708,0.473521028594486,0.438914152972491,1999,0.289,0.7225,"none",FALSE,0.711
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_ANGIOGENESIS",2746,13708,0.254290521114237,0.305672345739378,1999,0.722,0.9995,"none",FALSE,0.278
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_APICAL_JUNCTION",2746,13708,0.424014041808582,0.521153308975796,1999,0.9865,0.9995,"none",FALSE,0.0135
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_APICAL_SURFACE",2746,13708,0.143912744373022,0.209502787093659,1999,0.8685,0.9995,"none",FALSE,0.1315
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_APOPTOSIS",2746,13708,0.474897761263094,0.521476277180266,1999,0.8275,0.9995,"none",FALSE,0.1725
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_BILE_ACID_METABOLISM",2746,13708,0.323649276200547,0.285913742967753,1999,0.238,0.626315789473684,"none",FALSE,0.762
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_CHOLESTEROL_HOMEOSTASIS",2746,13708,0.578551091358194,0.358250078143163,1999,5e-04,0.00625,"none",TRUE,0.9995
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_COAGULATION",2746,13708,0.453821234594062,0.50523376821157,1999,0.8025,0.9995,"none",FALSE,0.1975
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_COMPLEMENT",2746,13708,0.346682508021705,0.49478233529395,1999,0.9995,0.9995,"none",FALSE,0.000499999999999945
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_DNA_REPAIR",2746,13708,0.543872846593197,0.458898377098121,1999,0.032,0.145454545454545,"none",FALSE,0.968
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_E2F_TARGETS",2746,13708,0.564732182984031,0.415575193667335,1999,5e-04,0.00625,"none",TRUE,0.9995
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",2746,13708,0.526257253899243,0.596036207075742,1999,0.9475,0.9995,"none",FALSE,0.0525
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_ESTROGEN_RESPONSE_EARLY",2746,13708,0.596484527477335,0.470143788067312,1999,0.0015,0.0125,"none",TRUE,0.9985
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_ESTROGEN_RESPONSE_LATE",2746,13708,0.641282091810521,0.487355109828852,1999,0.001,0.01,"none",TRUE,0.999
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_FATTY_ACID_METABOLISM",2746,13708,0.522875626404402,0.460188444451955,1999,0.098,0.35,"none",FALSE,0.902
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_G2M_CHECKPOINT",2746,13708,0.514568871950183,0.42889872065012,1999,0.024,0.12,"none",FALSE,0.976
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_GLYCOLYSIS",2746,13708,0.720154314182132,0.500123261304282,1999,5e-04,0.00625,"none",TRUE,0.9995
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_HEDGEHOG_SIGNALING",2746,13708,0.0786266331719449,0.177838513558655,1999,0.995,0.9995,"none",FALSE,0.005
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_HEME_METABOLISM",2746,13708,0.450729472044262,0.45608728702586,1999,0.547,0.9995,"none",FALSE,0.453
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_HYPOXIA",2746,13708,0.633177271880139,0.548923310573495,1999,0.0155,0.0861111111111111,"none",FALSE,0.9845
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_IL2_STAT5_SIGNALING",2746,13708,0.373263049091626,0.469865013535555,1999,0.9905,0.9995,"none",FALSE,0.00949999999999995
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_IL6_JAK_STAT3_SIGNALING",2746,13708,0.296127796114616,0.340704845555226,1999,0.772,0.9995,"none",FALSE,0.228
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_INFLAMMATORY_RESPONSE",2746,13708,0.295043732279751,0.424506396733121,1999,0.998,0.9995,"none",FALSE,0.002
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_INTERFERON_ALPHA_RESPONSE",2746,13708,0.295885944443705,0.360132395697931,1999,0.888,0.9995,"none",FALSE,0.112
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_INTERFERON_GAMMA_RESPONSE",2746,13708,0.413323920983469,0.471794785458806,1999,0.9015,0.9995,"none",FALSE,0.0985
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_KRAS_SIGNALING_DN",2746,13708,0.229667678066848,0.21374787255727,1999,0.331,0.788095238095238,"none",FALSE,0.669
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_KRAS_SIGNALING_UP",2746,13708,0.353124205990711,0.452737407217687,1999,0.9925,0.9995,"none",FALSE,0.00749999999999995
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_MITOTIC_SPINDLE",2746,13708,0.448865137371541,0.471824794545713,1999,0.715,0.9995,"none",FALSE,0.285
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_MTORC1_SIGNALING",2746,13708,0.636451457626994,0.523242818527103,1999,0.004,0.0285714285714286,"none",TRUE,0.996
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_MYC_TARGETS_V1",2746,13708,0.646591597970781,0.602404517123824,1999,0.1255,0.418333333333333,"none",FALSE,0.8745
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_MYC_TARGETS_V2",2746,13708,0.382918426287882,0.270541932651872,1999,0.0355,0.147916666666667,"none",FALSE,0.9645
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_MYOGENESIS",2746,13708,0.566726675409682,0.5051070245474,1999,0.094,0.35,"none",FALSE,0.906
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_NOTCH_SIGNALING",2746,13708,0.22334469058369,0.219821758920457,1999,0.477,0.954,"none",FALSE,0.523
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_OXIDATIVE_PHOSPHORYLATION",2746,13708,0.678173713335821,0.59468491832981,1999,0.0105,0.065625,"none",FALSE,0.9895
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_P53_PATHWAY",2746,13708,0.708866150993116,0.521837150406558,1999,5e-04,0.00625,"none",TRUE,0.9995
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_PANCREAS_BETA_CELLS",2746,13708,0.152961171058823,0.142487896896581,1999,0.439,0.919791666666667,"none",FALSE,0.561
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_PEROXISOME",2746,13708,0.428626502924993,0.374438402750982,1999,0.18,0.529411764705882,"none",FALSE,0.82
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_PI3K_AKT_MTOR_SIGNALING",2746,13708,0.424601730665817,0.424433286704777,1999,0.499,0.959615384615385,"none",FALSE,0.501
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_PROTEIN_SECRETION",2746,13708,0.4754418733046,0.454216682227862,1999,0.3515,0.798863636363636,"none",FALSE,0.6485
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",2746,13708,0.336817462081442,0.415041200060225,1999,0.8325,0.9995,"none",FALSE,0.1675
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_SPERMATOGENESIS",2746,13708,0.19896327186098,0.161150501347105,1999,0.152,0.475,"none",FALSE,0.848
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_TGF_BETA_SIGNALING",2746,13708,0.281461924093886,0.392365844800889,1999,0.9515,0.9995,"none",FALSE,0.0485
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_TNFA_SIGNALING_VIA_NFKB",2746,13708,0.527757607365005,0.522046508548714,1999,0.4415,0.919791666666667,"none",FALSE,0.5585
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",2746,13708,0.510689055196175,0.466823398410892,1999,0.211,0.586111111111111,"none",FALSE,0.789
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_UV_RESPONSE_DN",2746,13708,0.318880555201603,0.458720200823798,1999,0.9995,0.9995,"none",FALSE,0.000499999999999945
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_UV_RESPONSE_UP",2746,13708,0.425489663482807,0.471329970869777,1999,0.8405,0.9995,"none",FALSE,0.1595
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_WNT_BETA_CATENIN_SIGNALING",2746,13708,0.197474979329922,0.219535799402534,1999,0.648,0.9995,"none",FALSE,0.352
"GSE274557","Pt1","GSM8452847_Pt-1A","HALLMARK_XENOBIOTIC_METABOLISM",2746,13708,0.444364505910611,0.480881506171608,1999,0.803,0.9995,"none",FALSE,0.197
"GSE274557","Pt1","GSM8452848_Pt-1B","HALLMARK_COMPLEMENT",118,230,0.212159010216599,-0.0023519634071495,1999,0.001,0.004,"none",TRUE,0.999
"GSE274557","Pt1","GSM8452848_Pt-1B","HALLMARK_HYPOXIA",118,230,-0.0535448422870669,-0.00441349388857967,1999,0.8775,0.8775,"none",FALSE,0.1225
"GSE274557","Pt1","GSM8452848_Pt-1B","HALLMARK_MYC_TARGETS_V1",118,230,0.0369254443908569,-0.00699855965211787,1999,0.214,0.285333333333333,"none",FALSE,0.786
"GSE274557","Pt1","GSM8452848_Pt-1B","HALLMARK_P53_PATHWAY",118,230,0.0636503478502617,-0.0132097122057988,1999,0.074,0.148,"none",FALSE,0.926
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_ADIPOGENESIS",3036,15006,0.767865773538361,0.742616164562503,1999,0.002,0.0111111111111111,"none",TRUE,0.998
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_ALLOGRAFT_REJECTION",3036,15006,0.677506291065406,0.641885830979754,1999,0.004,0.0166666666666667,"none",TRUE,0.996
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_ANDROGEN_RESPONSE",3036,15006,0.644578485900292,0.632551086443942,1999,0.21,0.319852941176471,"none",FALSE,0.79
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_ANGIOGENESIS",3036,15006,0.567926372062509,0.455994105685843,1999,5e-04,0.00416666666666667,"none",TRUE,0.9995
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_APICAL_JUNCTION",3036,15006,0.722706181699651,0.71010928878058,1999,0.1045,0.176666666666667,"none",FALSE,0.8955
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_APICAL_SURFACE",3036,15006,0.338023411607301,0.324030599828631,1999,0.324,0.437837837837838,"none",FALSE,0.676
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_APOPTOSIS",3036,15006,0.731327403023377,0.715107522467945,1999,0.061,0.1525,"none",FALSE,0.939
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_BILE_ACID_METABOLISM",3036,15006,0.501453280558893,0.488687265565195,1999,0.2615,0.373571428571429,"none",FALSE,0.7385
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_CHOLESTEROL_HOMEOSTASIS",3036,15006,0.609687781267919,0.584996543319306,1999,0.0685,0.155681818181818,"none",FALSE,0.9315
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_COAGULATION",3036,15006,0.714931952635219,0.670417958512544,1999,5e-04,0.00416666666666667,"none",TRUE,0.9995
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_COMPLEMENT",3036,15006,0.711033416822182,0.69588673578609,1999,0.0845,0.169,"none",FALSE,0.9155
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_DNA_REPAIR",3036,15006,0.712103116299646,0.680403581747425,1999,0.002,0.0111111111111111,"none",TRUE,0.998
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_E2F_TARGETS",3036,15006,0.684059721511436,0.649295091960018,1999,0.004,0.0166666666666667,"none",TRUE,0.996
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",3036,15006,0.758848474148125,0.76050496611463,1999,0.5815,0.709146341463415,"none",FALSE,0.4185
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_ESTROGEN_RESPONSE_EARLY",3036,15006,0.694981386721241,0.679827570388815,1999,0.091,0.170535714285714,"none",FALSE,0.909
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_ESTROGEN_RESPONSE_LATE",3036,15006,0.715493336068805,0.697409682261065,1999,0.051,0.134210526315789,"none",FALSE,0.949
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_FATTY_ACID_METABOLISM",3036,15006,0.686942115880165,0.675862689869988,1999,0.1725,0.278225806451613,"none",FALSE,0.8275
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_G2M_CHECKPOINT",3036,15006,0.676911978270466,0.652392723710881,1999,0.015,0.05,"none",FALSE,0.985
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_GLYCOLYSIS",3036,15006,0.729092210733505,0.72657197224132,1999,0.3905,0.505128205128205,"none",FALSE,0.6095
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_HEDGEHOG_SIGNALING",3036,15006,0.35462029187416,0.288841923500814,1999,0.0105,0.0403846153846154,"none",TRUE,0.9895
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_HEME_METABOLISM",3036,15006,0.658179854165543,0.678976763876379,1999,0.951,0.990625,"none",FALSE,0.049
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_HYPOXIA",3036,15006,0.726058573366595,0.750402388328961,1999,0.9945,0.9945,"none",FALSE,0.00549999999999995
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_IL2_STAT5_SIGNALING",3036,15006,0.687395419549116,0.683968337577127,1999,0.394,0.505128205128205,"none",FALSE,0.606
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_IL6_JAK_STAT3_SIGNALING",3036,15006,0.59376957622726,0.513731107301642,1999,5e-04,0.00416666666666667,"none",TRUE,0.9995
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_INFLAMMATORY_RESPONSE",3036,15006,0.657146426180692,0.646995238412455,1999,0.2175,0.319852941176471,"none",FALSE,0.7825
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_INTERFERON_ALPHA_RESPONSE",3036,15006,0.625792882762377,0.570452350685947,1999,5e-04,0.00416666666666667,"none",TRUE,0.9995
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_INTERFERON_GAMMA_RESPONSE",3036,15006,0.710024745202086,0.672298625830316,1999,5e-04,0.00416666666666667,"none",TRUE,0.9995
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_KRAS_SIGNALING_DN",3036,15006,0.362813493039889,0.375488847462836,1999,0.725,0.805555555555556,"none",FALSE,0.275
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_KRAS_SIGNALING_UP",3036,15006,0.690085695464894,0.669594586923101,1999,0.0355,0.0986111111111111,"none",FALSE,0.9645
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_MITOTIC_SPINDLE",3036,15006,0.68254154305032,0.688611559108909,1999,0.7215,0.805555555555556,"none",FALSE,0.2785
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_MTORC1_SIGNALING",3036,15006,0.745718490309936,0.740131012946441,1999,0.278,0.386111111111111,"none",FALSE,0.722
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_MYC_TARGETS_V1",3036,15006,0.764441146765796,0.78159641960646,1999,0.984,0.9945,"none",FALSE,0.016
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_MYC_TARGETS_V2",3036,15006,0.552069112070712,0.482025467686544,1999,0.0015,0.0107142857142857,"none",TRUE,0.9985
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_MYOGENESIS",3036,15006,0.701958427353958,0.679026550740352,1999,0.0235,0.0734375,"none",FALSE,0.9765
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_NOTCH_SIGNALING",3036,15006,0.451517669255499,0.380339538767356,1999,0.004,0.0166666666666667,"none",TRUE,0.996
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_OXIDATIVE_PHOSPHORYLATION",3036,15006,0.815625438353727,0.776422554106235,1999,5e-04,0.00416666666666667,"none",TRUE,0.9995
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_P53_PATHWAY",3036,15006,0.73765915553835,0.735543747605055,1999,0.4045,0.505625,"none",FALSE,0.5955
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_PANCREAS_BETA_CELLS",3036,15006,0.296127634424741,0.248658889873789,1999,0.067,0.155681818181818,"none",FALSE,0.933
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_PEROXISOME",3036,15006,0.615300135930196,0.592049894815226,1999,0.0805,0.167708333333333,"none",FALSE,0.9195
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_PI3K_AKT_MTOR_SIGNALING",3036,15006,0.628975795297201,0.635268126220583,1999,0.6555,0.762209302325581,"none",FALSE,0.3445
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_PROTEIN_SECRETION",3036,15006,0.654143580252571,0.65916493232559,1999,0.643,0.762209302325581,"none",FALSE,0.357
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",3036,15006,0.609163606165446,0.580660104080835,1999,0.0765,0.166304347826087,"none",FALSE,0.9235
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_SPERMATOGENESIS",3036,15006,0.393298436492321,0.350751253375596,1999,0.0335,0.0985294117647059,"none",FALSE,0.9665
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_TGF_BETA_SIGNALING",3036,15006,0.602907238690898,0.577132221643093,1999,0.0955,0.170535714285714,"none",FALSE,0.9045
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_TNFA_SIGNALING_VIA_NFKB",3036,15006,0.721864975758246,0.734174223599424,1999,0.9065,0.964361702127659,"none",FALSE,0.0935
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",3036,15006,0.659478870773581,0.670815430083843,1999,0.798,0.867391304347826,"none",FALSE,0.202
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_UV_RESPONSE_DN",3036,15006,0.679723745355737,0.651226506960799,1999,0.0145,0.05,"none",FALSE,0.9855
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_UV_RESPONSE_UP",3036,15006,0.689121920770132,0.673611167435475,1999,0.106,0.176666666666667,"none",FALSE,0.894
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_WNT_BETA_CATENIN_SIGNALING",3036,15006,0.402819579112831,0.383739681341503,1999,0.217,0.319852941176471,"none",FALSE,0.783
"GSE274557","Pt1","GSM8452849_Pt-1C","HALLMARK_XENOBIOTIC_METABOLISM",3036,15006,0.699802284078998,0.683644467363367,1999,0.0925,0.170535714285714,"none",FALSE,0.9075
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_ADIPOGENESIS",1973,11825,0.599664563867458,0.601768836794091,1999,0.5805,0.936290322580645,"none",FALSE,0.4195
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_ALLOGRAFT_REJECTION",1973,11825,0.5259370479707,0.53648500482453,1999,0.7565,1,"none",FALSE,0.2435
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_ANDROGEN_RESPONSE",1973,11825,0.5025611118174,0.51647351100369,1999,0.784,1,"none",FALSE,0.216
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_ANGIOGENESIS",1973,11825,0.386814263456467,0.393405299930666,1999,0.577,0.936290322580645,"none",FALSE,0.423
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_APICAL_JUNCTION",1973,11825,0.591262375708333,0.599452562593656,1999,0.753,1,"none",FALSE,0.247
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_APICAL_SURFACE",1973,11825,0.247026151434043,0.293178496255892,1999,0.9465,1,"none",FALSE,0.0535
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_APOPTOSIS",1973,11825,0.591163492700738,0.598673551088909,1999,0.717,1,"none",FALSE,0.283
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_BILE_ACID_METABOLISM",1973,11825,0.403582540871708,0.35989865734295,1999,0.026,0.185714285714286,"none",FALSE,0.974
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_CHOLESTEROL_HOMEOSTASIS",1973,11825,0.528625911423425,0.45411037907196,1999,5e-04,0.00625,"none",TRUE,0.9995
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_COAGULATION",1973,11825,0.589084560005434,0.57725719866566,1999,0.229,0.60375,"none",FALSE,0.771
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_COMPLEMENT",1973,11825,0.600175310547532,0.584824963990541,1999,0.1235,0.475,"none",FALSE,0.8765
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_DNA_REPAIR",1973,11825,0.553660355457669,0.52603898168726,1999,0.0405,0.227777777777778,"none",FALSE,0.9595
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_E2F_TARGETS",1973,11825,0.500416239162223,0.498596098818823,1999,0.451,0.885576923076923,"none",FALSE,0.549
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1973,11825,0.619145750258991,0.64503476751308,1999,0.9905,1,"none",FALSE,0.00949999999999995
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_ESTROGEN_RESPONSE_EARLY",1973,11825,0.576076797309388,0.562326258864284,1999,0.1525,0.508333333333333,"none",FALSE,0.8475
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_ESTROGEN_RESPONSE_LATE",1973,11825,0.596460618919049,0.57421039870488,1999,0.057,0.285,"none",FALSE,0.943
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_FATTY_ACID_METABOLISM",1973,11825,0.549705614888949,0.527424511096003,1999,0.069,0.313636363636364,"none",FALSE,0.931
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_G2M_CHECKPOINT",1973,11825,0.529989147691757,0.526931275113056,1999,0.4145,0.863541666666667,"none",FALSE,0.5855
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_GLYCOLYSIS",1973,11825,0.605956876356664,0.57938651189658,1999,0.0235,0.185714285714286,"none",FALSE,0.9765
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_HEDGEHOG_SIGNALING",1973,11825,0.231402074364742,0.255657569054692,1999,0.785,1,"none",FALSE,0.215
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_HEME_METABOLISM",1973,11825,0.51264424406565,0.552057543173312,1999,0.9985,1,"none",FALSE,0.00149999999999995
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_HYPOXIA",1973,11825,0.595065522331406,0.613825734155987,1999,0.946,1,"none",FALSE,0.054
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_IL2_STAT5_SIGNALING",1973,11825,0.552940348446184,0.574923666121881,1999,0.951,1,"none",FALSE,0.049
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_IL6_JAK_STAT3_SIGNALING",1973,11825,0.458497953543821,0.444012921808003,1999,0.2415,0.60375,"none",FALSE,0.7585
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_INFLAMMATORY_RESPONSE",1973,11825,0.554796436783631,0.546150819458053,1999,0.2835,0.644318181818182,"none",FALSE,0.7165
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_INTERFERON_ALPHA_RESPONSE",1973,11825,0.599810282807266,0.503969007879918,1999,5e-04,0.00625,"none",TRUE,0.9995
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_INTERFERON_GAMMA_RESPONSE",1973,11825,0.637099972194394,0.582378168495107,1999,5e-04,0.00625,"none",TRUE,0.9995
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_KRAS_SIGNALING_DN",1973,11825,0.329574860486837,0.315945921260109,1999,0.2615,0.622619047619048,"none",FALSE,0.7385
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_KRAS_SIGNALING_UP",1973,11825,0.549780817156844,0.567941997218832,1999,0.904,1,"none",FALSE,0.096
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_MITOTIC_SPINDLE",1973,11825,0.545687799849844,0.578547609738782,1999,0.9945,1,"none",FALSE,0.00549999999999995
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_MTORC1_SIGNALING",1973,11825,0.605050636130572,0.596274667494608,1999,0.2215,0.60375,"none",FALSE,0.7785
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_MYC_TARGETS_V1",1973,11825,0.602708237330343,0.635956291145676,1999,0.9985,1,"none",FALSE,0.00149999999999995
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_MYC_TARGETS_V2",1973,11825,0.35077846166244,0.297565280126505,1999,0.016,0.16,"none",FALSE,0.984
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_MYOGENESIS",1973,11825,0.639995010502043,0.584913999168655,1999,5e-04,0.00625,"none",TRUE,0.9995
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_NOTCH_SIGNALING",1973,11825,0.265397841931612,0.287863930882117,1999,0.7975,1,"none",FALSE,0.2025
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_OXIDATIVE_PHOSPHORYLATION",1973,11825,0.625334036236229,0.625465437609226,1999,0.5045,0.893965517241379,"none",FALSE,0.4955
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_P53_PATHWAY",1973,11825,0.616156887209,0.601379025872969,1999,0.1075,0.447916666666667,"none",FALSE,0.8925
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_PANCREAS_BETA_CELLS",1973,11825,0.202979893053436,0.204498053169994,1999,0.5185,0.893965517241379,"none",FALSE,0.4815
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_PEROXISOME",1973,11825,0.455816699159237,0.441549998808724,1999,0.236,0.60375,"none",FALSE,0.764
"GSE274557","Pt10","GSM8452879_Pt-10A","HALLMARK_PI3K_AKT_MTOR_SIGNALING",1973,11825,0.51275649074009,0.508360754682555,1999,0.4145,0.863541666666667,"none",FALSE,0.5855
