"cohort","patient","section_id","pathway","n_spots","n_genes","stat","stat_matched_med","n_matched","p_matched","p_adj_BH","tier","sig","rank_effect"
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_SPERMATOGENESIS",2770,15544,0.369355901188618,0.205378505236693,1999,0.004,0.0285714285714286,"none",TRUE,0.996
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_TGF_BETA_SIGNALING",2770,15544,0.367577331888076,0.412027749101291,1999,0.6235,1,"none",FALSE,0.3765
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_TNFA_SIGNALING_VIA_NFKB",2770,15544,0.542484926132277,0.592666860230134,1999,0.763,1,"none",FALSE,0.237
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",2770,15544,0.637235044995573,0.548474039751804,1999,0.123,0.41,"none",FALSE,0.877
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_UV_RESPONSE_DN",2770,15544,0.413411657384583,0.453705534198177,1999,0.695,1,"none",FALSE,0.305
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_UV_RESPONSE_UP",2770,15544,0.33396573876706,0.570677034526875,1999,0.9985,1,"none",FALSE,0.00149999999999995
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_WNT_BETA_CATENIN_SIGNALING",2770,15544,0.212250877577581,0.147336437492659,1999,0.157,0.490625,"none",FALSE,0.843
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_XENOBIOTIC_METABOLISM",2770,15544,0.878886473517865,0.666402929471633,1999,5e-04,0.005,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_ADIPOGENESIS",2396,14983,0.566083282665755,0.442645977317541,1999,0.001,0.00208333333333333,"none",TRUE,0.999
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_ALLOGRAFT_REJECTION",2396,14983,0.624977609636193,0.301987656862333,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_ANDROGEN_RESPONSE",2396,14983,0.386500852404106,0.323900739408215,1999,0.0605,0.0889705882352941,"none",FALSE,0.9395
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_ANGIOGENESIS",2396,14983,0.554549703875819,0.228339997217898,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_APICAL_JUNCTION",2396,14983,0.497655587617903,0.378095925403342,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_APICAL_SURFACE",2396,14983,0.281802250659487,0.129829004237246,1999,0.001,0.00208333333333333,"none",TRUE,0.999
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_APOPTOSIS",2396,14983,0.544890577590337,0.417999602057583,1999,0.001,0.00208333333333333,"none",TRUE,0.999
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_BILE_ACID_METABOLISM",2396,14983,0.69536485310108,0.219139724942143,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_CHOLESTEROL_HOMEOSTASIS",2396,14983,0.357659699711716,0.31490857958895,1999,0.1875,0.234375,"none",FALSE,0.8125
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_COAGULATION",2396,14983,0.79094386355811,0.422670593770211,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_COMPLEMENT",2396,14983,0.653402499749135,0.40527242685226,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_DNA_REPAIR",2396,14983,0.41840878461175,0.357443178651768,1999,0.047,0.0734375,"none",FALSE,0.953
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_E2F_TARGETS",2396,14983,0.488760510900092,0.335515617502223,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",2396,14983,0.620029790743159,0.462888833438506,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_ESTROGEN_RESPONSE_EARLY",2396,14983,0.388365538176304,0.345460396604899,1999,0.094,0.127027027027027,"none",FALSE,0.906
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_ESTROGEN_RESPONSE_LATE",2396,14983,0.411347612529638,0.379248724484475,1999,0.169,0.216666666666667,"none",FALSE,0.831
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_FATTY_ACID_METABOLISM",2396,14983,0.634287319341277,0.351665003015738,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_G2M_CHECKPOINT",2396,14983,0.464064851636559,0.332599545398299,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_GLYCOLYSIS",2396,14983,0.47030953234393,0.443979979312947,1999,0.228,0.27797619047619,"none",FALSE,0.772
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_HEDGEHOG_SIGNALING",2396,14983,0.186721368578059,0.11463030301592,1999,0.047,0.0734375,"none",FALSE,0.953
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_HEME_METABOLISM",2396,14983,0.308107493686247,0.351781962706376,1999,0.923,0.923,"none",FALSE,0.077
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_HYPOXIA",2396,14983,0.592563015110429,0.472784206647085,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_IL2_STAT5_SIGNALING",2396,14983,0.432498926432615,0.352477173680472,1999,0.0115,0.0205357142857143,"none",TRUE,0.9885
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_IL6_JAK_STAT3_SIGNALING",2396,14983,0.400386588578874,0.205960090442965,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_INFLAMMATORY_RESPONSE",2396,14983,0.573634766652466,0.306487389400158,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_INTERFERON_ALPHA_RESPONSE",2396,14983,0.766361810475071,0.290333077470803,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_INTERFERON_GAMMA_RESPONSE",2396,14983,0.776886259017811,0.372718785731182,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_KRAS_SIGNALING_DN",2396,14983,0.386458920706047,0.171879542558743,1999,0.001,0.00208333333333333,"none",TRUE,0.999
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_KRAS_SIGNALING_UP",2396,14983,0.51545860959334,0.327441951422936,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_MITOTIC_SPINDLE",2396,14983,0.452615592690308,0.350378389847658,1999,0.0015,0.00288461538461538,"none",TRUE,0.9985
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_MTORC1_SIGNALING",2396,14983,0.480833355251931,0.456785606223713,1999,0.2335,0.27797619047619,"none",FALSE,0.7665
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_MYC_TARGETS_V1",2396,14983,0.620241016633581,0.562801162901339,1999,0.044,0.0734375,"none",FALSE,0.956
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_MYC_TARGETS_V2",2396,14983,0.287076789312295,0.178277039267774,1999,0.0065,0.012037037037037,"none",TRUE,0.9935
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_MYOGENESIS",2396,14983,0.466241938551074,0.349755159836011,1999,0.0015,0.00288461538461538,"none",TRUE,0.9985
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_NOTCH_SIGNALING",2396,14983,0.214213631359843,0.147970570199998,1999,0.0735,0.105,"none",FALSE,0.9265
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_OXIDATIVE_PHOSPHORYLATION",2396,14983,0.552295477370988,0.570361446646913,1999,0.6935,0.722395833333333,"none",FALSE,0.3065
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_P53_PATHWAY",2396,14983,0.483124914483088,0.422589970558149,1999,0.05,0.0757575757575758,"none",FALSE,0.95
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_PANCREAS_BETA_CELLS",2396,14983,0.0910222419660475,0.112220353030875,1999,0.719,0.733673469387755,"none",FALSE,0.281
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_PEROXISOME",2396,14983,0.483220523249818,0.291183255852424,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_PI3K_AKT_MTOR_SIGNALING",2396,14983,0.332186290268441,0.31310406026495,1999,0.323,0.358888888888889,"none",FALSE,0.677
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_PROTEIN_SECRETION",2396,14983,0.407604398212894,0.357813181916764,1999,0.116,0.152631578947368,"none",FALSE,0.884
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",2396,14983,0.350203910695719,0.351673116894419,1999,0.5105,0.554891304347826,"none",FALSE,0.4895
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_SPERMATOGENESIS",2396,14983,0.185230505352758,0.162773659937593,1999,0.2785,0.323837209302326,"none",FALSE,0.7215
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_TGF_BETA_SIGNALING",2396,14983,0.364269036304748,0.291315162147957,1999,0.092,0.127027027027027,"none",FALSE,0.908
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_TNFA_SIGNALING_VIA_NFKB",2396,14983,0.644278143051451,0.428375938154666,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",2396,14983,0.376720237913774,0.378836489414044,1999,0.524,0.557446808510638,"none",FALSE,0.476
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_UV_RESPONSE_DN",2396,14983,0.45295072471432,0.294408474261308,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_UV_RESPONSE_UP",2396,14983,0.451450900143973,0.383700977049727,1999,0.046,0.0734375,"none",FALSE,0.954
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_WNT_BETA_CATENIN_SIGNALING",2396,14983,0.132159530758496,0.114286899904022,1999,0.29,0.329545454545455,"none",FALSE,0.71
"GSE274557","Pt5","GSM8452862_Pt-5C","HALLMARK_XENOBIOTIC_METABOLISM",2396,14983,0.804298365417223,0.38928050107703,1999,5e-04,0.00125,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_ADIPOGENESIS",1753,13901,0.610025395165466,0.581138315396637,1999,0.007,0.0388888888888889,"none",TRUE,0.993
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_ALLOGRAFT_REJECTION",1753,13901,0.51318923866018,0.524558569191834,1999,0.7585,1,"none",FALSE,0.2415
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_ANDROGEN_RESPONSE",1753,13901,0.500960439338804,0.51528466803233,1999,0.8165,1,"none",FALSE,0.1835
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_ANGIOGENESIS",1753,13901,0.396851804135096,0.370973692899142,1999,0.1715,0.42875,"none",FALSE,0.8285
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_APICAL_JUNCTION",1753,13901,0.625916540938816,0.581858736455631,1999,5e-04,0.005,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_APICAL_SURFACE",1753,13901,0.375636692813816,0.296037081685061,1999,0.0035,0.021875,"none",TRUE,0.9965
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_APOPTOSIS",1753,13901,0.582788348510081,0.573277321466293,1999,0.2345,0.509782608695652,"none",FALSE,0.7655
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_BILE_ACID_METABOLISM",1753,13901,0.415877128800751,0.376097907232942,1999,0.0425,0.177083333333333,"none",FALSE,0.9575
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_CHOLESTEROL_HOMEOSTASIS",1753,13901,0.440575760951687,0.454150322643054,1999,0.754,1,"none",FALSE,0.246
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_COAGULATION",1753,13901,0.624416655331298,0.547705842719884,1999,5e-04,0.005,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_COMPLEMENT",1753,13901,0.583208469897578,0.566210330471563,1999,0.1,0.329166666666667,"none",FALSE,0.9
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_DNA_REPAIR",1753,13901,0.518933112953545,0.538192826037847,1999,0.903,1,"none",FALSE,0.097
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_E2F_TARGETS",1753,13901,0.525518792047622,0.513039347268414,1999,0.2125,0.482954545454545,"none",FALSE,0.7875
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1753,13901,0.648946885233037,0.61143613605648,1999,5e-04,0.005,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_ESTROGEN_RESPONSE_EARLY",1753,13901,0.564108564694004,0.557886383061418,1999,0.3115,0.627,"none",FALSE,0.6885
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_ESTROGEN_RESPONSE_LATE",1753,13901,0.572444029674517,0.555957318604495,1999,0.1095,0.329166666666667,"none",FALSE,0.8905
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_FATTY_ACID_METABOLISM",1753,13901,0.516141401478486,0.51775472615109,1999,0.5425,0.904166666666667,"none",FALSE,0.4575
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_G2M_CHECKPOINT",1753,13901,0.528696741008371,0.534685222513046,1999,0.661,1,"none",FALSE,0.339
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_GLYCOLYSIS",1753,13901,0.593652689807495,0.580797551431773,1999,0.1365,0.35921052631579,"none",FALSE,0.8635
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_HEDGEHOG_SIGNALING",1753,13901,0.297360980756644,0.262558880505514,1999,0.1145,0.329166666666667,"none",FALSE,0.8855
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_HEME_METABOLISM",1753,13901,0.534470826751272,0.553458599814215,1999,0.9185,1,"none",FALSE,0.0815
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_HYPOXIA",1753,13901,0.622779995585613,0.607837318230188,1999,0.084,0.3,"none",FALSE,0.916
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_IL2_STAT5_SIGNALING",1753,13901,0.561071353510098,0.562077897465939,1999,0.531,0.904166666666667,"none",FALSE,0.469
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_IL6_JAK_STAT3_SIGNALING",1753,13901,0.463104951287367,0.438916662715672,1999,0.1185,0.329166666666667,"none",FALSE,0.8815
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_INFLAMMATORY_RESPONSE",1753,13901,0.501626876437515,0.536172825215991,1999,0.9855,1,"none",FALSE,0.0145
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_INTERFERON_ALPHA_RESPONSE",1753,13901,0.586629613125195,0.466704937536113,1999,5e-04,0.005,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_INTERFERON_GAMMA_RESPONSE",1753,13901,0.596647545284892,0.554684768235349,1999,0.0015,0.0125,"none",TRUE,0.9985
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_KRAS_SIGNALING_DN",1753,13901,0.397292713486751,0.327401906430104,1999,0.002,0.0142857142857143,"none",TRUE,0.998
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_KRAS_SIGNALING_UP",1753,13901,0.544378785310928,0.559434523000372,1999,0.863,1,"none",FALSE,0.137
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_MITOTIC_SPINDLE",1753,13901,0.570937498568757,0.573708051325515,1999,0.5895,0.92109375,"none",FALSE,0.4105
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_MTORC1_SIGNALING",1753,13901,0.569872415543472,0.592388556080481,1999,0.968,1,"none",FALSE,0.032
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_MYC_TARGETS_V1",1753,13901,0.590558836589184,0.61590308583216,1999,0.9945,1,"none",FALSE,0.00549999999999995
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_MYC_TARGETS_V2",1753,13901,0.360147440347128,0.348221724633086,1999,0.3135,0.627,"none",FALSE,0.6865
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_MYOGENESIS",1753,13901,0.629155098881127,0.550740101779444,1999,5e-04,0.005,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_NOTCH_SIGNALING",1753,13901,0.34998946792205,0.299598184841949,1999,0.0335,0.152272727272727,"none",FALSE,0.9665
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_OXIDATIVE_PHOSPHORYLATION",1753,13901,0.619481517631578,0.60460106637579,1999,0.069,0.265384615384615,"none",FALSE,0.931
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_P53_PATHWAY",1753,13901,0.589395216168228,0.588185585279066,1999,0.463,0.890384615384615,"none",FALSE,0.537
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_PANCREAS_BETA_CELLS",1753,13901,0.21220586474243,0.185145566881898,1999,0.1875,0.446428571428571,"none",FALSE,0.8125
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_PEROXISOME",1753,13901,0.495624200435597,0.457778486906779,1999,0.0265,0.1325,"none",FALSE,0.9735
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_PI3K_AKT_MTOR_SIGNALING",1753,13901,0.498810411779116,0.512420282597615,1999,0.775,1,"none",FALSE,0.225
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_PROTEIN_SECRETION",1753,13901,0.506136210992997,0.527069239691377,1999,0.9115,1,"none",FALSE,0.0885
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",1753,13901,0.404960400848336,0.448577598657336,1999,0.963,1,"none",FALSE,0.037
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_SPERMATOGENESIS",1753,13901,0.302358487343698,0.304738446890222,1999,0.5345,0.904166666666667,"none",FALSE,0.4655
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_TGF_BETA_SIGNALING",1753,13901,0.46591152128342,0.48970809909469,1999,0.886,1,"none",FALSE,0.114
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_TNFA_SIGNALING_VIA_NFKB",1753,13901,0.553015343758447,0.592654050170933,1999,1,1,"none",FALSE,0
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",1753,13901,0.522384958398037,0.538102039998192,1999,0.8265,1,"none",FALSE,0.1735
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_UV_RESPONSE_DN",1753,13901,0.522147528213008,0.541549364157578,1999,0.9135,1,"none",FALSE,0.0865
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_UV_RESPONSE_UP",1753,13901,0.513182296282327,0.543156104154716,1999,0.977,1,"none",FALSE,0.023
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_WNT_BETA_CATENIN_SIGNALING",1753,13901,0.299917480467243,0.299001528940966,1999,0.4845,0.897222222222222,"none",FALSE,0.5155
"GSE274557","Pt6","GSM8452863_Pt-6A","HALLMARK_XENOBIOTIC_METABOLISM",1753,13901,0.542484700186399,0.545057791816826,1999,0.5815,0.92109375,"none",FALSE,0.4185
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_ADIPOGENESIS",2529,12832,0.758347557028229,0.729993237685603,1999,5e-04,0.00166666666666667,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_ALLOGRAFT_REJECTION",2529,12832,0.679828652097437,0.600158658408277,1999,5e-04,0.00166666666666667,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_ANDROGEN_RESPONSE",2529,12832,0.64856657144442,0.620928500143365,1999,0.038,0.0730769230769231,"none",FALSE,0.962
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_ANGIOGENESIS",2529,12832,0.536537289822047,0.418656940118961,1999,5e-04,0.00166666666666667,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_APICAL_JUNCTION",2529,12832,0.696986694788937,0.645100672125233,1999,5e-04,0.00166666666666667,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_APICAL_SURFACE",2529,12832,0.329082747220197,0.293977511672573,1999,0.094,0.156666666666667,"none",FALSE,0.906
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_APOPTOSIS",2529,12832,0.716720119196628,0.678857848134959,1999,5e-04,0.00166666666666667,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_BILE_ACID_METABOLISM",2529,12832,0.728651396023897,0.628048536828556,1999,5e-04,0.00166666666666667,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_CHOLESTEROL_HOMEOSTASIS",2529,12832,0.586934383619089,0.573611966829872,1999,0.2215,0.309722222222222,"none",FALSE,0.7785
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_COAGULATION",2529,12832,0.747771797901102,0.701754225852851,1999,5e-04,0.00166666666666667,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_COMPLEMENT",2529,12832,0.711987573409431,0.686216538416624,1999,0.0085,0.02125,"none",TRUE,0.9915
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_DNA_REPAIR",2529,12832,0.611901332229489,0.622237813941287,1999,0.77,0.855555555555556,"none",FALSE,0.23
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_E2F_TARGETS",2529,12832,0.554725015891287,0.593007046455072,1999,0.996,0.996,"none",FALSE,0.004
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",2529,12832,0.787702782231295,0.695151322229409,1999,5e-04,0.00166666666666667,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_ESTROGEN_RESPONSE_EARLY",2529,12832,0.643191529586566,0.648544607837656,1999,0.665,0.776162790697674,"none",FALSE,0.335
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_ESTROGEN_RESPONSE_LATE",2529,12832,0.646177506175581,0.661824383250936,1999,0.8775,0.933510638297872,"none",FALSE,0.1225
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_FATTY_ACID_METABOLISM",2529,12832,0.757586480347695,0.710018507555109,1999,5e-04,0.00166666666666667,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_G2M_CHECKPOINT",2529,12832,0.577612360688641,0.608173190639705,1999,0.9855,0.996,"none",FALSE,0.0145
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_GLYCOLYSIS",2529,12832,0.695214858095043,0.696634772245843,1999,0.5545,0.676219512195122,"none",FALSE,0.4455
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_HEDGEHOG_SIGNALING",2529,12832,0.295102207351141,0.269537739137953,1999,0.1715,0.252205882352941,"none",FALSE,0.8285
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_HEME_METABOLISM",2529,12832,0.652658949781408,0.65778191204849,1999,0.6675,0.776162790697674,"none",FALSE,0.3325
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_HYPOXIA",2529,12832,0.719860882189303,0.71520158770567,1999,0.332,0.436842105263158,"none",FALSE,0.668
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_IL2_STAT5_SIGNALING",2529,12832,0.67699121641654,0.652837317269431,1999,0.012,0.0272727272727273,"none",TRUE,0.988
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_IL6_JAK_STAT3_SIGNALING",2529,12832,0.5669429558426,0.529621165411339,1999,0.025,0.052,"none",FALSE,0.975
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_INFLAMMATORY_RESPONSE",2529,12832,0.662517645001546,0.608452854875072,1999,5e-04,0.00166666666666667,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_INTERFERON_ALPHA_RESPONSE",2529,12832,0.576480804599483,0.547254154531941,1999,0.0495,0.0916666666666667,"none",FALSE,0.9505
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_INTERFERON_GAMMA_RESPONSE",2529,12832,0.693819753845518,0.650689885835819,1999,5e-04,0.00166666666666667,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_KRAS_SIGNALING_DN",2529,12832,0.456023703017076,0.425447000684845,1999,0.09,0.155172413793103,"none",FALSE,0.91
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_KRAS_SIGNALING_UP",2529,12832,0.666481999078754,0.622568602021806,1999,5e-04,0.00166666666666667,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_MITOTIC_SPINDLE",2529,12832,0.612230252506017,0.644176361140129,1999,0.996,0.996,"none",FALSE,0.004
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_MTORC1_SIGNALING",2529,12832,0.726933456434349,0.71330666830283,1999,0.079,0.141071428571429,"none",FALSE,0.921
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_MYC_TARGETS_V1",2529,12832,0.730351241840265,0.735257300962754,1999,0.7,0.795454545454546,"none",FALSE,0.3
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_MYC_TARGETS_V2",2529,12832,0.395112919004633,0.413726122906746,1999,0.7995,0.869021739130435,"none",FALSE,0.2005
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_MYOGENESIS",2529,12832,0.688590135080858,0.640456977300219,1999,5e-04,0.00166666666666667,"none",TRUE,0.9995
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_NOTCH_SIGNALING",2529,12832,0.355839341703134,0.302764771001386,1999,0.0155,0.033695652173913,"none",TRUE,0.9845
"GSE274557","Pt6","GSM8452864_Pt-6B","HALLMARK_OXIDATIVE_PHOSPHORYLATION",2529,12832,0.778834062356688,0.757935304696585,1999,0.004,0.0111111111111111,"none",TRUE,0.996
