"tier","cohort","patient","pathway","fraction_sections","rank_effect","positive"
"pcs","GSE282302","C1_D7","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C1_D8","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C1_D8","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.839,TRUE
"pcs","GSE282302","C1_D8","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.988,TRUE
"libsize","GSE282302","C1_D9","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9985,TRUE
"none","GSE282302","C1_D9","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.9395,TRUE
"pcs","GSE282302","C1_D9","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.9335,TRUE
"libsize","GSE282302","C2_D1","HALLMARK_INFLAMMATORY_RESPONSE",1,0.993,TRUE
"none","GSE282302","C2_D1","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C2_D1","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D10","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C2_D10","HALLMARK_INFLAMMATORY_RESPONSE",0.25,0.873875,FALSE
"pcs","GSE282302","C2_D10","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D11","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9993125,TRUE
"none","GSE282302","C2_D11","HALLMARK_INFLAMMATORY_RESPONSE",0.375,0.4945,FALSE
"pcs","GSE282302","C2_D11","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9994375,TRUE
"libsize","GSE282302","C2_D12","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9965,TRUE
"none","GSE282302","C2_D12","HALLMARK_INFLAMMATORY_RESPONSE",0,0,FALSE
"pcs","GSE282302","C2_D12","HALLMARK_INFLAMMATORY_RESPONSE",0,0.885,FALSE
"libsize","GSE282302","C2_D13","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C2_D13","HALLMARK_INFLAMMATORY_RESPONSE",0,0.4495,FALSE
"pcs","GSE282302","C2_D13","HALLMARK_INFLAMMATORY_RESPONSE",1,0.993,TRUE
"libsize","GSE282302","C2_D2","HALLMARK_INFLAMMATORY_RESPONSE",0,0.886,FALSE
"none","GSE282302","C2_D2","HALLMARK_INFLAMMATORY_RESPONSE",1,0.99,TRUE
"pcs","GSE282302","C2_D2","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D3","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C2_D3","HALLMARK_INFLAMMATORY_RESPONSE",0,0.968,FALSE
"pcs","GSE282302","C2_D3","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D4","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C2_D4","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C2_D4","HALLMARK_INFLAMMATORY_RESPONSE",0,0.9775,FALSE
"libsize","GSE282302","C2_D5","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C2_D5","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.581,TRUE
"pcs","GSE282302","C2_D5","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.98,TRUE
"libsize","GSE282302","C2_D6","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.97875,TRUE
"none","GSE282302","C2_D6","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.91275,TRUE
"pcs","GSE282302","C2_D6","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D7","HALLMARK_INFLAMMATORY_RESPONSE",1,0.99875,TRUE
"none","GSE282302","C2_D7","HALLMARK_INFLAMMATORY_RESPONSE",0,0,FALSE
"pcs","GSE282302","C2_D7","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D8","HALLMARK_INFLAMMATORY_RESPONSE",1,0.990875,TRUE
"none","GSE282302","C2_D8","HALLMARK_INFLAMMATORY_RESPONSE",0,0.00312499999999999,FALSE
"pcs","GSE282302","C2_D8","HALLMARK_INFLAMMATORY_RESPONSE",0.75,0.892875,TRUE
"libsize","GSE282302","C2_D9","HALLMARK_INFLAMMATORY_RESPONSE",0,0.888333333333333,FALSE
"none","GSE282302","C2_D9","HALLMARK_INFLAMMATORY_RESPONSE",0,0.508583333333333,FALSE
"pcs","GSE282302","C2_D9","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.880416666666667,TRUE
"libsize","GSE282302","C3_D1","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C3_D1","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.7965,TRUE
"pcs","GSE282302","C3_D1","HALLMARK_INFLAMMATORY_RESPONSE",1,0.999375,TRUE
"libsize","GSE282302","C3_D10","HALLMARK_INFLAMMATORY_RESPONSE",1,0.996875,TRUE
"none","GSE282302","C3_D10","HALLMARK_INFLAMMATORY_RESPONSE",1,0.99925,TRUE
"pcs","GSE282302","C3_D10","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C3_D11","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C3_D11","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.745125,TRUE
"pcs","GSE282302","C3_D11","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C3_D12","HALLMARK_INFLAMMATORY_RESPONSE",0.875,0.9936875,TRUE
"none","GSE282302","C3_D12","HALLMARK_INFLAMMATORY_RESPONSE",0.875,0.989875,TRUE
"pcs","GSE282302","C3_D12","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9994375,TRUE
"libsize","GSE282302","C3_D2","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9985,TRUE
"none","GSE282302","C3_D2","HALLMARK_INFLAMMATORY_RESPONSE",1,0.999375,TRUE
"pcs","GSE282302","C3_D2","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C3_D3","HALLMARK_INFLAMMATORY_RESPONSE",1,0.99925,TRUE
"none","GSE282302","C3_D3","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.760875,TRUE
"pcs","GSE282302","C3_D3","HALLMARK_INFLAMMATORY_RESPONSE",0.75,0.943375,TRUE
"libsize","GSE282302","C3_D4","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C3_D4","HALLMARK_INFLAMMATORY_RESPONSE",0.75,0.98375,TRUE
"pcs","GSE282302","C3_D4","HALLMARK_INFLAMMATORY_RESPONSE",1,0.998625,TRUE
"libsize","GSE282302","C3_D5","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C3_D5","HALLMARK_INFLAMMATORY_RESPONSE",0.75,0.98725,TRUE
"pcs","GSE282302","C3_D5","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C3_D6","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C3_D6","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.692375,TRUE
"pcs","GSE282302","C3_D6","HALLMARK_INFLAMMATORY_RESPONSE",0.75,0.99,TRUE
"libsize","GSE282302","C3_D7","HALLMARK_INFLAMMATORY_RESPONSE",1,0.999125,TRUE
"none","GSE282302","C3_D7","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.788375,TRUE
"pcs","GSE282302","C3_D7","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C3_D8","HALLMARK_INFLAMMATORY_RESPONSE",1,0.99775,TRUE
"none","GSE282302","C3_D8","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.7175,TRUE
"pcs","GSE282302","C3_D8","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C3_D9","HALLMARK_INFLAMMATORY_RESPONSE",1,0.992375,TRUE
"none","GSE282302","C3_D9","HALLMARK_INFLAMMATORY_RESPONSE",0.25,0.572875,FALSE
"pcs","GSE282302","C3_D9","HALLMARK_INFLAMMATORY_RESPONSE",1,0.995875,TRUE
"libsize","GSE274557","Pt1","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"none","GSE274557","Pt1","HALLMARK_INFLAMMATORY_RESPONSE",0,0.39225,FALSE
"pcs","GSE274557","Pt1","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.9335,TRUE
"libsize","GSE274557","Pt10","HALLMARK_INFLAMMATORY_RESPONSE",1,0.998625,TRUE
"none","GSE274557","Pt10","HALLMARK_INFLAMMATORY_RESPONSE",0,0.4605,FALSE
"pcs","GSE274557","Pt10","HALLMARK_INFLAMMATORY_RESPONSE",1,0.996875,TRUE
"libsize","GSE274557","Pt11","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.94525,TRUE
"none","GSE274557","Pt11","HALLMARK_INFLAMMATORY_RESPONSE",0,0.39425,FALSE
"pcs","GSE274557","Pt11","HALLMARK_INFLAMMATORY_RESPONSE",1,0.99775,TRUE
"libsize","GSE274557","Pt12","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"none","GSE274557","Pt12","HALLMARK_INFLAMMATORY_RESPONSE",0,0.27325,FALSE
"pcs","GSE274557","Pt12","HALLMARK_INFLAMMATORY_RESPONSE",0.75,0.97725,TRUE
"libsize","GSE274557","Pt13","HALLMARK_INFLAMMATORY_RESPONSE",0.714285714285714,0.952928571428571,TRUE
"none","GSE274557","Pt13","HALLMARK_INFLAMMATORY_RESPONSE",0,0.562214285714286,FALSE
"pcs","GSE274557","Pt13","HALLMARK_INFLAMMATORY_RESPONSE",0.714285714285714,0.908928571428571,TRUE
"libsize","GSE274557","Pt2","HALLMARK_INFLAMMATORY_RESPONSE",1,0.9995,TRUE
"none","GSE274557","Pt2","HALLMARK_INFLAMMATORY_RESPONSE",0.333333333333333,0.529666666666667,FALSE
"pcs","GSE274557","Pt2","HALLMARK_INFLAMMATORY_RESPONSE",1,0.998166666666667,TRUE
"libsize","GSE274557","Pt3","HALLMARK_INFLAMMATORY_RESPONSE",0.75,0.931125,TRUE
"none","GSE274557","Pt3","HALLMARK_INFLAMMATORY_RESPONSE",0,0.480625,FALSE
"pcs","GSE274557","Pt3","HALLMARK_INFLAMMATORY_RESPONSE",1,0.998125,TRUE
"libsize","GSE274557","Pt4","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.967625,TRUE
"none","GSE274557","Pt4","HALLMARK_INFLAMMATORY_RESPONSE",0,0.257625,FALSE
"pcs","GSE274557","Pt4","HALLMARK_INFLAMMATORY_RESPONSE",0.75,0.979375,TRUE
"libsize","GSE274557","Pt5","HALLMARK_INFLAMMATORY_RESPONSE",0.666666666666667,0.872333333333333,TRUE
"none","GSE274557","Pt5","HALLMARK_INFLAMMATORY_RESPONSE",0.666666666666667,0.780333333333333,TRUE
"pcs","GSE274557","Pt5","HALLMARK_INFLAMMATORY_RESPONSE",1,0.999333333333333,TRUE
"libsize","GSE274557","Pt6","HALLMARK_INFLAMMATORY_RESPONSE",0.333333333333333,0.7505,FALSE
"none","GSE274557","Pt6","HALLMARK_INFLAMMATORY_RESPONSE",0.333333333333333,0.54875,FALSE
"pcs","GSE274557","Pt6","HALLMARK_INFLAMMATORY_RESPONSE",0.333333333333333,0.860666666666667,FALSE
"libsize","GSE274557","Pt7","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.94825,TRUE
"none","GSE274557","Pt7","HALLMARK_INFLAMMATORY_RESPONSE",0,0.222875,FALSE
"pcs","GSE274557","Pt7","HALLMARK_INFLAMMATORY_RESPONSE",1,0.994375,TRUE
"libsize","GSE274557","Pt8","HALLMARK_INFLAMMATORY_RESPONSE",0.8,0.9314,TRUE
"none","GSE274557","Pt8","HALLMARK_INFLAMMATORY_RESPONSE",0.4,0.5918,FALSE
"pcs","GSE274557","Pt8","HALLMARK_INFLAMMATORY_RESPONSE",0.8,0.9234,TRUE
"libsize","GSE274557","Pt9","HALLMARK_INFLAMMATORY_RESPONSE",0.5,0.95375,TRUE
"none","GSE274557","Pt9","HALLMARK_INFLAMMATORY_RESPONSE",0,0.331375,FALSE
"pcs","GSE274557","Pt9","HALLMARK_INFLAMMATORY_RESPONSE",0.75,0.99075,TRUE
"libsize","GSE282302","C1_D1","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C1_D1","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C1_D1","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C1_D10","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C1_D10","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C1_D10","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C1_D11","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C1_D11","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C1_D11","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C1_D12","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C1_D12","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.5,0.90275,TRUE
"pcs","GSE282302","C1_D12","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C1_D13","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C1_D13","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C1_D13","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C1_D14","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C1_D14","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C1_D14","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C1_D2","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C1_D2","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.999,TRUE
"pcs","GSE282302","C1_D2","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9975,TRUE
"libsize","GSE282302","C1_D3","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C1_D3","HALLMARK_INTERFERON_ALPHA_RESPONSE",0,0.209,FALSE
"pcs","GSE282302","C1_D3","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C1_D4","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C1_D4","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C1_D4","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C1_D5","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C1_D5","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C1_D5","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C1_D6","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C1_D6","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.999,TRUE
"pcs","GSE282302","C1_D6","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C1_D7","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C1_D7","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C1_D7","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C1_D8","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9985,TRUE
"none","GSE282302","C1_D8","HALLMARK_INTERFERON_ALPHA_RESPONSE",0,0.507,FALSE
"pcs","GSE282302","C1_D8","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C1_D9","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C1_D9","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.5,0.92675,TRUE
"pcs","GSE282302","C1_D9","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D1","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C2_D1","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C2_D1","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D10","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C2_D10","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C2_D10","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D11","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C2_D11","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9993125,TRUE
"pcs","GSE282302","C2_D11","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D12","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C2_D12","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C2_D12","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D13","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C2_D13","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9975,TRUE
"pcs","GSE282302","C2_D13","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D2","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C2_D2","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C2_D2","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D3","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C2_D3","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C2_D3","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D4","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C2_D4","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C2_D4","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D5","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.99875,TRUE
"none","GSE282302","C2_D5","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9955,TRUE
"pcs","GSE282302","C2_D5","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D6","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C2_D6","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C2_D6","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D7","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C2_D7","HALLMARK_INTERFERON_ALPHA_RESPONSE",0,0.84225,FALSE
"pcs","GSE282302","C2_D7","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D8","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.999,TRUE
"none","GSE282302","C2_D8","HALLMARK_INTERFERON_ALPHA_RESPONSE",0,0.60275,FALSE
"pcs","GSE282302","C2_D8","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C2_D9","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C2_D9","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.833333333333333,0.892166666666667,TRUE
"pcs","GSE282302","C2_D9","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C3_D1","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C3_D1","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.75,0.87,TRUE
"pcs","GSE282302","C3_D1","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C3_D10","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.998875,TRUE
"none","GSE282302","C3_D10","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9945,TRUE
"pcs","GSE282302","C3_D10","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C3_D11","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C3_D11","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C3_D11","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C3_D12","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.875,0.9786875,TRUE
"none","GSE282302","C3_D12","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.875,0.9926875,TRUE
"pcs","GSE282302","C3_D12","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C3_D2","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C3_D2","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.75,0.967875,TRUE
"pcs","GSE282302","C3_D2","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C3_D3","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C3_D3","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.75,0.977125,TRUE
"pcs","GSE282302","C3_D3","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C3_D4","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C3_D4","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.75,0.981875,TRUE
"pcs","GSE282302","C3_D4","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C3_D5","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C3_D5","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"pcs","GSE282302","C3_D5","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C3_D6","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.75,0.981875,TRUE
"none","GSE282302","C3_D6","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.25,0.474875,FALSE
"pcs","GSE282302","C3_D6","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.75,0.896625,TRUE
"libsize","GSE282302","C3_D7","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C3_D7","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.75,0.957375,TRUE
"pcs","GSE282302","C3_D7","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C3_D8","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE282302","C3_D8","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.999125,TRUE
"pcs","GSE282302","C3_D8","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE282302","C3_D9","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.5,0.9765,TRUE
"none","GSE282302","C3_D9","HALLMARK_INTERFERON_ALPHA_RESPONSE",0,0.821125,FALSE
"pcs","GSE282302","C3_D9","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE274557","Pt1","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE274557","Pt1","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.5,0.55575,TRUE
"pcs","GSE274557","Pt1","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE274557","Pt10","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE274557","Pt10","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.75,0.99425,TRUE
"pcs","GSE274557","Pt10","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE274557","Pt11","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.5,0.882875,TRUE
"none","GSE274557","Pt11","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.25,0.9445,FALSE
"pcs","GSE274557","Pt11","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"libsize","GSE274557","Pt12","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.999375,TRUE
"none","GSE274557","Pt12","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.25,0.624,FALSE
"pcs","GSE274557","Pt12","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.75,0.967375,TRUE
"libsize","GSE274557","Pt13","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.571428571428571,0.932071428571429,TRUE
"none","GSE274557","Pt13","HALLMARK_INTERFERON_ALPHA_RESPONSE",0,0.763642857142857,FALSE
"pcs","GSE274557","Pt13","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.857142857142857,0.960857142857143,TRUE
"libsize","GSE274557","Pt2","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9995,TRUE
"none","GSE274557","Pt2","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.333333333333333,0.7105,FALSE
"pcs","GSE274557","Pt2","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,0.9975,TRUE
