"pathway","stat","stat_matched_med","stat_matched_mad","z_matched","n_matched","p_matched","p_adj_BH","arm","section_id","analysis"
"HALLMARK_E2F_TARGETS",0.539036842950136,0.371870436956448,0.0263424297217581,6.3458992871722,1999,5e-04,0.00416666666666667,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.506872582990982,0.468513511354239,0.0231400717077863,1.65769026652737,1999,0.046,0.14375,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.362812020220326,0.396781299522681,0.0268361932906399,-1.26580096269477,1999,0.8975,0.997222222222222,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.455984222942886,0.413228340142315,0.026479795029321,1.61466064043274,1999,0.042,0.14,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_FATTY_ACID_METABOLISM",0.465372453246,0.390597312896213,0.0269222307857175,2.77744964542298,1999,0.0045,0.0277777777777778,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_G2M_CHECKPOINT",0.511574773328969,0.37100682410967,0.0261835967447271,5.36855003496061,1999,5e-04,0.00416666666666667,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_GLYCOLYSIS",0.46146250454067,0.445428533594992,0.0245065314797286,0.654273370302968,1999,0.25,0.480769230769231,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_HEDGEHOG_SIGNALING",0.0812096592578782,0.129778840661042,0.0325183684240357,-1.49359219902508,1999,0.9495,0.999,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_HEME_METABOLISM",0.331892681536069,0.391615249282737,0.0261948347106723,-2.2799368045768,1999,0.988,0.999,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_HYPOXIA",0.399744557027433,0.470616950857047,0.0232180976047014,-3.05246342901338,1999,0.999,0.999,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_IL2_STAT5_SIGNALING",0.378206078427496,0.386424679999362,0.0264335076529382,-0.310916041857677,1999,0.632,0.81025641025641,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.243557489416247,0.219749623283311,0.0311757425410126,0.763666369826359,1999,0.214,0.451041666666667,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_INFLAMMATORY_RESPONSE",0.300526877132904,0.329857497119933,0.0284513246419673,-1.0309052515525,1999,0.84,0.954545454545455,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.33599397155145,0.281892455339746,0.0328585483625547,1.64649745371458,1999,0.049,0.144117647058824,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.410707385395719,0.363078277541784,0.0261042017605415,1.82457629966414,1999,0.0355,0.126785714285714,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_KRAS_SIGNALING_DN",0.163762099638488,0.175939920875255,0.0280597697403637,-0.433995765091714,1999,0.683,0.832926829268293,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_KRAS_SIGNALING_UP",0.362205293119542,0.356178061706761,0.0276410613569776,0.218053544867199,1999,0.4245,0.634558823529412,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_MITOTIC_SPINDLE",0.363171326457248,0.400455053863539,0.0238799106427502,-1.56130095979276,1999,0.942,0.999,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_MTORC1_SIGNALING",0.504767970199328,0.452649638423187,0.0227390095709918,2.29202294908344,1999,0.0075,0.0375,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_MYC_TARGETS_V1",0.581938167116576,0.507981394680405,0.018497711798988,3.99815789324912,1999,5e-04,0.00416666666666667,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_MYC_TARGETS_V2",0.377190291362434,0.231717099164757,0.0326683777916453,4.45302772991934,1999,5e-04,0.00416666666666667,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_MYOGENESIS",0.44357248782345,0.382675184461443,0.028417644931226,2.14293983577406,1999,0.0125,0.0520833333333333,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_NOTCH_SIGNALING",0.199671086913204,0.177406373546528,0.0370357431139919,0.60116826326792,1999,0.2755,0.507758620689655,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.649703239133314,0.493665747443132,0.0190706689755135,8.18206702085446,1999,5e-04,0.00416666666666667,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_P53_PATHWAY",0.436616958699371,0.449076715545995,0.0231529258784178,-0.538150422631386,1999,0.7035,0.8375,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_PANCREAS_BETA_CELLS",0.128829681925827,0.109001741162115,0.0333825657131808,0.593960959564107,1999,0.293,0.507758620689655,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_PEROXISOME",0.358287082935503,0.321358742247797,0.0325879478197119,1.13319012574855,1999,0.123,0.323684210526316,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.368304100926712,0.360251617205261,0.033010253912058,0.243938860419058,1999,0.408,0.634558823529412,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_PROTEIN_SECRETION",0.356473947949038,0.376536565328356,0.0288497737000996,-0.695416802498133,1999,0.78,0.906976744186047,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.38237748453781,0.329293998267202,0.0390887708752612,1.35802393070905,1999,0.0965,0.268055555555556,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_SPERMATOGENESIS",0.261270035070669,0.141100650900949,0.0285428986988085,4.21013245493306,1999,5e-04,0.00416666666666667,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_TGF_BETA_SIGNALING",0.309218113649627,0.306660117666143,0.0361466746660006,0.0707671177810976,1999,0.465,0.664285714285714,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.365927939767054,0.434343020910208,0.0235519174026674,-2.90486247779577,1999,0.997,0.999,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.388950819513871,0.393034158363885,0.0295679261834825,-0.138100278818151,1999,0.5555,0.750675675675676,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_UV_RESPONSE_DN",0.376938412858498,0.361446043348257,0.0279657497474868,0.553976548103545,1999,0.2945,0.507758620689655,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_UV_RESPONSE_UP",0.412348359679656,0.389914442027304,0.0271273662443761,0.826984730115558,1999,0.1885,0.448809523809524,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.163996809743042,0.174241941257024,0.0330056796178944,-0.310405107017645,1999,0.63,0.81025641025641,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_XENOBIOTIC_METABOLISM",0.447268354130093,0.395996416636717,0.0253050932551591,2.02615090078446,1999,0.02,0.0769230769230769,"raw","GSM8452847_Pt-1A","RCTD_malignant_subset"
"HALLMARK_ADIPOGENESIS",0.555936362601653,0.676241630707699,0.0140502561119833,-8.56249645182188,1999,1,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_ALLOGRAFT_REJECTION",0.566782590073005,0.596885228569156,0.0207829979014231,-1.44842619139609,1999,0.917,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_ANDROGEN_RESPONSE",0.602703258716857,0.601040872908795,0.0222559991812744,0.0746938294938629,1999,0.476,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_ANGIOGENESIS",0.50746783649776,0.469829831926361,0.0430279978502644,0.87473288211963,1999,0.1635,0.8625,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_APICAL_JUNCTION",0.688205777047617,0.678446243026543,0.0172583225797462,0.565497253628081,1999,0.279,0.9828125,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_APICAL_SURFACE",0.352312484086892,0.33441169616134,0.037077019587462,0.482800077372068,1999,0.3085,0.9828125,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_APOPTOSIS",0.658526626305185,0.67347393376402,0.0180702667794027,-0.827176911182761,1999,0.788,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_BILE_ACID_METABOLISM",0.349774561990344,0.426967899804425,0.027449578290431,-2.81218665719868,1999,0.9925,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.537183312104709,0.533014952625362,0.0284287200060159,0.146624944016667,1999,0.4365,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_COAGULATION",0.661843323557033,0.64838317440628,0.0215313075107671,0.625143138382222,1999,0.2585,0.9828125,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_COMPLEMENT",0.648149316957926,0.656623539301446,0.017308581954521,-0.489596569250235,1999,0.6795,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_DNA_REPAIR",0.608446976384474,0.605370573636929,0.0192724407180871,0.159627044262085,1999,0.436,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_E2F_TARGETS",0.52606773135937,0.561514653663284,0.0184923785761674,-1.9168395324546,1999,0.963,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.692872745983529,0.71920374601624,0.0132340311259055,-1.98964319958177,1999,0.958,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.669347572011813,0.635513458175944,0.0174544606356397,1.93842219144736,1999,0.017,0.2125,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.653145754710068,0.637597846979388,0.0170836742031147,0.910103268525496,1999,0.1725,0.8625,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_FATTY_ACID_METABOLISM",0.516873529862259,0.59891981682712,0.0189894009453366,-4.32063587477258,1999,0.9995,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_G2M_CHECKPOINT",0.570864899696578,0.59934928918663,0.0175446457318327,-1.62353745555375,1999,0.927,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_GLYCOLYSIS",0.744371306033014,0.662097939685556,0.0165573758475544,4.96898585288863,1999,5e-04,0.0125,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_HEDGEHOG_SIGNALING",0.333061466845176,0.30575843059596,0.0386234908369292,0.70690234511664,1999,0.235,0.979166666666667,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_HEME_METABOLISM",0.604118677290449,0.625016726355117,0.0172784090041734,-1.20948919889671,1999,0.8725,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_HYPOXIA",0.774326521872939,0.705592879905092,0.0147200868686413,4.66937746911483,1999,5e-04,0.0125,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_IL2_STAT5_SIGNALING",0.645691446351039,0.649814698903728,0.0173072755318425,-0.238238106575635,1999,0.598,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.430455385850932,0.517779349820665,0.0276202929288669,-3.16158717775464,1999,0.9935,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_INFLAMMATORY_RESPONSE",0.59258232916488,0.605104641143429,0.0182883123933034,-0.68471664904051,1999,0.7395,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.511113526961761,0.531054958522386,0.0256110446690408,-0.778626245759139,1999,0.7705,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.590898334738023,0.63000379123402,0.0184143871778128,-2.12363605252715,1999,0.9775,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_KRAS_SIGNALING_DN",0.385093288700584,0.348359545926718,0.0291628591337446,1.25960704351381,1999,0.1015,0.634375,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_KRAS_SIGNALING_UP",0.64272585894839,0.643978661413921,0.0172426652192829,-0.0726571240349469,1999,0.5255,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_MITOTIC_SPINDLE",0.62906298745476,0.652605359774894,0.0158295467310472,-1.48724235255325,1999,0.9205,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_MTORC1_SIGNALING",0.703047887761066,0.680504482780259,0.0149404300920338,1.5088859451795,1999,0.064,0.457142857142857,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_MYC_TARGETS_V1",0.697068455738803,0.718779033360991,0.0131289636066901,-1.65363986622102,1999,0.935,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_MYC_TARGETS_V2",0.381460447531022,0.367081769142745,0.031006533919219,0.463730593872168,1999,0.3145,0.9828125,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_MYOGENESIS",0.580326797221476,0.64889102300847,0.0179624780641866,-3.81708055770416,1999,0.999,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_NOTCH_SIGNALING",0.37048291565978,0.35844324723521,0.0343459990280007,0.350540638365326,1999,0.359,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.660205531392215,0.702845808069389,0.0136186122485449,-3.13102949837861,1999,0.9995,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_P53_PATHWAY",0.701926687763374,0.674434331085045,0.0154369081489132,1.78094968326058,1999,0.0285,0.283333333333333,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_PANCREAS_BETA_CELLS",0.217523783515486,0.225182135967578,0.0394075467107877,-0.194337204198388,1999,0.5725,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_PEROXISOME",0.525698169146373,0.530832235149779,0.0265533928069176,-0.193348776208686,1999,0.5725,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.578292973781256,0.595638049540244,0.0245173611565648,-0.707460955860012,1999,0.7415,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_PROTEIN_SECRETION",0.661105819044839,0.609823286510687,0.0219189763336792,2.33964085518695,1999,0.005,0.0833333333333333,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.450937843655698,0.535496938786452,0.0350308293163976,-2.41384793854059,1999,0.9785,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_SPERMATOGENESIS",0.286926034885916,0.316258531168189,0.027552568913716,-1.06460114024689,1999,0.85,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_TGF_BETA_SIGNALING",0.587603982093579,0.58585836595516,0.0300521590464097,0.0580862138964373,1999,0.473,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.698266158078089,0.685671578774682,0.0156105160939156,0.806800955691381,1999,0.2025,0.920454545454546,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.647288714804173,0.610992214760968,0.0217564477790071,1.66831002983072,1999,0.034,0.283333333333333,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_UV_RESPONSE_DN",0.624295516637435,0.628497657218959,0.0191525646256386,-0.219403545355948,1999,0.5955,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_UV_RESPONSE_UP",0.573022222432325,0.621702927779699,0.0190802833489055,-2.55136176214942,1999,0.9895,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.323999121401559,0.348214888694599,0.0355121989459115,-0.681899967104893,1999,0.7455,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_XENOBIOTIC_METABOLISM",0.58443871647803,0.625509679317489,0.0175834610312688,-2.33577239238755,1999,0.9775,1,"raw","GSM8452865_Pt-6C","full_section"
"HALLMARK_ADIPOGENESIS",0.355526945726457,0.353439951620254,0.0148104622174104,0.140913502601535,1999,0.451,0.777586206896552,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_ALLOGRAFT_REJECTION",0.276542917475565,0.292255467909038,0.016535827730352,-0.950212513682182,1999,0.827,0.933888888888889,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_ANDROGEN_RESPONSE",0.28855456386186,0.290861786655436,0.0187896482064468,-0.122792229435377,1999,0.5425,0.843125,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_ANGIOGENESIS",0.176805064953386,0.195772849009802,0.0274294120541455,-0.691512600378521,1999,0.7495,0.892261904761905,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_APICAL_JUNCTION",0.337079806251313,0.350591580589378,0.0166934550009331,-0.809405502773977,1999,0.7935,0.922674418604651,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_APICAL_SURFACE",0.126440833180095,0.132876765955498,0.0200034315507209,-0.321741435167477,1999,0.6375,0.843125,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_APOPTOSIS",0.339435333804849,0.343982676209888,0.0173550594901107,-0.262018255116295,1999,0.6085,0.843125,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_BILE_ACID_METABOLISM",0.167872453370244,0.193432087676286,0.0189693595297691,-1.34741683112341,1999,0.912,0.970212765957447,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.271961324460096,0.243643614535245,0.0203527802947324,1.39134356656816,1999,0.084,0.247058823529412,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_COAGULATION",0.309685941028202,0.318331552656203,0.0212050251044749,-0.407715227188137,1999,0.662,0.843125,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_COMPLEMENT",0.33798600099549,0.333550267802591,0.0157706743620033,0.281264649252158,1999,0.3805,0.741346153846154,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_DNA_REPAIR",0.320022226525074,0.30476436703159,0.0159652404025993,0.955692436112648,1999,0.1715,0.408333333333333,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_E2F_TARGETS",0.27430177001111,0.285002454235737,0.0158985653845201,-0.673059736260577,1999,0.7435,0.892261904761905,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.380833762792608,0.385809568568427,0.0162146774022035,-0.306870476198435,1999,0.6145,0.843125,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.338781421727258,0.325255294622899,0.0145187146229104,0.931633925982316,1999,0.1835,0.417045454545455,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.321871712061662,0.323531570778618,0.0157282225381539,-0.105533776173976,1999,0.536,0.843125,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_FATTY_ACID_METABOLISM",0.290790033067921,0.29653181111083,0.0169676461240087,-0.338395673798497,1999,0.643,0.843125,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_G2M_CHECKPOINT",0.280524599791909,0.303937040812193,0.015518167931071,-1.50871166778693,1999,0.935,0.973958333333333,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_GLYCOLYSIS",0.425217667284342,0.341324383829057,0.0147410658526513,5.69112737802443,1999,5e-04,0.00416666666666667,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_HEDGEHOG_SIGNALING",0.111843553064181,0.118817800122711,0.0204938765528753,-0.340308825445313,1999,0.624,0.843125,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_HEME_METABOLISM",0.342258826847647,0.31782042557152,0.0149223929542146,1.6376998884234,1999,0.049,0.153125,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_HYPOXIA",0.553955677132024,0.372454314539321,0.014741968939694,12.3118806812837,1999,5e-04,0.00416666666666667,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_IL2_STAT5_SIGNALING",0.357929985102888,0.329607802565999,0.0162529129653759,1.74259116487145,1999,0.032,0.123076923076923,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.214649475201189,0.234716433304861,0.0204389385109558,-0.981800404796701,1999,0.8405,0.933888888888889,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_INFLAMMATORY_RESPONSE",0.333777519188195,0.300906734083029,0.0156970520737721,2.09407377580718,1999,0.0195,0.0886363636363636,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.251313022381139,0.246119490300485,0.0185822481475043,0.279488899267114,1999,0.3855,0.741346153846154,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.32132409024812,0.317153707960069,0.0150178902203121,0.277694285074111,1999,0.383,0.741346153846154,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_KRAS_SIGNALING_DN",0.19379229776552,0.155049123706256,0.0175954878184534,2.20188121290004,1999,0.011,0.0611111111111111,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_KRAS_SIGNALING_UP",0.340341298125132,0.327968037882144,0.015880301261464,0.779157777882571,1999,0.2085,0.453260869565217,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_MITOTIC_SPINDLE",0.291850603636071,0.337887887971617,0.014821674628602,-3.10607846205892,1999,0.9985,0.9985,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_MTORC1_SIGNALING",0.44738870837004,0.353863483024412,0.0144066122048797,6.49182639301902,1999,5e-04,0.00416666666666667,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_MYC_TARGETS_V1",0.422050259659691,0.386326114839258,0.0150169797909962,2.3789167540768,1999,0.009,0.05625,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_MYC_TARGETS_V2",0.19918794254984,0.157607688438616,0.0187673824905271,2.21555958228124,1999,0.0135,0.0675,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_MYOGENESIS",0.354978811201902,0.324712912606933,0.0161726735176552,1.87142209739957,1999,0.0345,0.123214285714286,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_NOTCH_SIGNALING",0.149138633372147,0.149583068152634,0.0199380990212566,-0.0222907299243264,1999,0.5075,0.843125,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.431229271510921,0.374400565194173,0.0141230582862136,4.02382438456848,1999,5e-04,0.00416666666666667,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_P53_PATHWAY",0.379092919109755,0.352511501605162,0.0148818768669994,1.7861602902748,1999,0.028,0.116666666666667,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_PANCREAS_BETA_CELLS",0.0875213073440347,0.0844405473605265,0.0191479539693373,0.160892385078928,1999,0.435,0.776785714285714,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_PEROXISOME",0.238994868287646,0.247322188166727,0.0186877004201594,-0.445604311491287,1999,0.6745,0.843125,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.288540494752893,0.283975812892271,0.0192954572771578,0.236567695445379,1999,0.406,0.751851851851852,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_PROTEIN_SECRETION",0.359921447205151,0.299951266306821,0.0183418727917691,3.26957784404881,1999,0.002,0.0142857142857143,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.265709343048192,0.236491949887507,0.0259730793091026,1.12491063585384,1999,0.132,0.347368421052632,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_SPERMATOGENESIS",0.106260195244857,0.140548640436443,0.0182696172158432,-1.87680151075368,1999,0.9735,0.993367346938776,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_TGF_BETA_SIGNALING",0.238138720821003,0.271093478203076,0.0246343734054918,-1.33775504818507,1999,0.9085,0.970212765957447,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.485574532908721,0.358527693280772,0.0147724067147692,8.60028037956265,1999,5e-04,0.00416666666666667,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.425654680985298,0.298354334822767,0.0185145820819509,6.87568023944924,1999,5e-04,0.00416666666666667,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_UV_RESPONSE_DN",0.330151501789506,0.313990221774903,0.0166548053072216,0.970367393463045,1999,0.171,0.408333333333333,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_UV_RESPONSE_UP",0.33853116675776,0.309056095299917,0.0164841377764451,1.78808693894566,1999,0.044,0.146666666666667,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.14114391165519,0.144804558985673,0.0189544887306073,-0.19312825486935,1999,0.576,0.843125,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_XENOBIOTIC_METABOLISM",0.334482284688765,0.315433115599095,0.0160719396790172,1.18524393882213,1999,0.1115,0.309722222222222,"marker","GSM8452865_Pt-6C","full_section"
"HALLMARK_ADIPOGENESIS",0.449603666945732,0.483921261384811,0.0123797964625591,-2.77206451195442,1999,0.9985,0.9985,"label_transfer","GSM8452865_Pt-6C","full_section"
"HALLMARK_ALLOGRAFT_REJECTION",0.450680232310109,0.414097149694588,0.0167801761054082,2.18013698936868,1999,0.0125,0.0681818181818182,"label_transfer","GSM8452865_Pt-6C","full_section"
"HALLMARK_ANDROGEN_RESPONSE",0.423140914850515,0.414361299744033,0.0170449310571001,0.515086571900496,1999,0.2985,0.4975,"label_transfer","GSM8452865_Pt-6C","full_section"
"HALLMARK_ANGIOGENESIS",0.405223510966444,0.307685256670551,0.0276661252549433,3.52554806273298,1999,5e-04,0.00416666666666667,"label_transfer","GSM8452865_Pt-6C","full_section"
"HALLMARK_APICAL_JUNCTION",0.514200556618866,0.488094726122559,0.0145562617601832,1.79344332538154,1999,0.0245,0.0838235294117647,"label_transfer","GSM8452865_Pt-6C","full_section"
"HALLMARK_APICAL_SURFACE",0.225618587650423,0.204364010712851,0.0233036148920353,0.912072098515348,1999,0.1835,0.382291666666667,"label_transfer","GSM8452865_Pt-6C","full_section"
"HALLMARK_APOPTOSIS",0.500396464225767,0.481894876569364,0.0146260483885962,1.26497514330858,1999,0.111,0.241304347826087,"label_transfer","GSM8452865_Pt-6C","full_section"
"HALLMARK_BILE_ACID_METABOLISM",0.24407345728155,0.276843611132813,0.0190103313084526,-1.72380761384695,1999,0.9465,0.9985,"label_transfer","GSM8452865_Pt-6C","full_section"
